english	source_no	source_word	mode
fill out ~	300248	find out ~	Listening
mean ~	300249	mind ~	Listening
call out ~	300250	carry out ~	Listening
clear out ~	300250	carry out ~	Listening
perform ~	300250	carry out ~	Synonym
postpone ~	300252	put off ~	Synonym
do well	300254	succeed	Synonym
with difficulty	300255	easily	Antonym
all the way to ~	300264	on the way to ~	Listening
on the road to ~	300264	on the way to ~	Listening
on the train to ~	300264	on the way to ~	Listening
on the bus to ~	300264	on the way to ~	Listening
coil	300265	soil	Listening
filling	300270	feeling	Listening
turn into ~	300272	turn out to be ~	Listening
turn over ~	300272	turn out to be ~	Listening
find out about ~	300272	turn out to be ~	Listening
turn back to ~	300272	turn out to be ~	Listening
twenty of ~	300276	plenty of ~	Listening
many of ~	300276	plenty of ~	Listening
part of ~	300276	plenty of ~	Listening
on the way	300277	all the way	Listening
on the way	300453	one after another	Listening
milkshake	300279	mistake	Listening
misplace	300279	mistake	Listening
all over the town	300285	all over the world	Listening
around the world	300285	all over the world	Listening
around the world	300285	all over the world	Synonym
over the wall	300285	all over the world	Listening
all through the world	300285	all over the world	Listening
itch	300286	each	Listening
such a ~	300287	such as ~	Listening
some of ~	300287	such as ~	Listening
same as ~	300287	such as ~	Listening
adviser	300288	adventure	Listening
recover from ~	300289	suffer from ~	Listening
come from ~	300289	suffer from ~	Listening
learn from ~	300289	suffer from ~	Listening
stay away from ~	300289	suffer from ~	Listening
firewood	300291	fireworks	Listening
invitation	300293	information	Listening
invitation	301075	interaction	Listening
details	300293	information	Synonym
seasonable	300294	reasonable	Listening
usable	300294	reasonable	Listening
tell the truth	300295	lie	Antonym
dip	300297	deep	Listening
deck	300297	deep	Listening
be part of ~	300298	be proud of ~	Listening
be part of ~	300302	be tired of ~	Listening
be hungry for ~	300299	be angry at ~	Listening
mad at	300299	be angry at ~	Synonym
wanted	300300	worried	Listening
walked	300300	worried	Listening
be excited about ~	300301	be worried about ~	Listening
be excited about ~	300848	be surprised at ~	Listening
be fond of ~	300302	be tired of ~	Listening
be fond of ~	300303	be afraid of ~	Listening
be fond of ~	300312	be full of ~	Listening
sick of	300302	be tired of ~	Synonym
be ahead of ~	300303	be afraid of ~	Listening
be scared of ~	300303	be afraid of ~	Synonym
invited	300306	excited	Listening
invited	301015	interested	Listening
decided	300306	excited	Listening
accepted	300306	excited	Listening
ashamed	300308	proud	Antonym
discuss	300314	discover	Listening
discuss	300786	discount	Listening
compete with ~	300316	complete ~	Listening
compete with ~	300919	communicate with ~	Listening
complain about ~	300316	complete ~	Listening
for the last time	300321	for the first time	Listening
from the first day	300321	for the first time	Listening
at the first bell	300321	for the first time	Listening
broom	300323	bloom	Listening
walk on ~	300324	work on ~	Listening
walk on ~	300415	knock on ~	Listening
work out ~	300324	work on ~	Listening
olive	300334	alien	Listening
pastime	300339	hobby	Synonym
amazing park	300340	amusement park	Listening
music park	300340	amusement park	Listening
amusement card	300340	amusement park	Listening
amusement part	300340	amusement park	Listening
beside ~	300344	beyond ~	Listening
beside ~	300451	between A and B	Listening
beside ~	300461	within ~	Listening
beside ~	300634	except ~	Listening
beside ~	300675	against ~	Listening
fool	300345	fuel	Listening
fool	300621	full	Listening
hardest	300346	harvest	Listening
hardest	300928	largest	Listening
get ready	300348	prepare	Synonym
support ~	300352	suggest ~	Listening
expect ~	300352	suggest ~	Listening
expect ~	300634	except ~	Listening
surf	300354	serve	Listening
followed ~	300360	follow ~	Listening
learn ~	300362	lead ~	Listening
lend ~	300362	lead ~	Listening
though ~	300363	through ~	Listening
true ~	300363	through ~	Listening
throw ~	300363	through ~	Listening
disagree	300364	disappear	Listening
disagree	300823	agree with ~	Antonym
wake ~ up	300365	pick ~ up	Listening
bring ~ back	300365	pick ~ up	Listening
put ~ up	300365	pick ~ up	Listening
put ~ up	300833	look ~ up	Listening
put ~ up	300905	put ~ away	Listening
extend ~	300366	attend ~	Listening
intend to ~	300366	attend ~	Listening
attempt ~	300366	attend ~	Listening
around ~	300367	across ~	Listening
around ~	300450	among ~	Listening
around ~	300593	toward ~	Listening
around ~	300675	against ~	Listening
around ~	300942	during ~	Listening
around ~	300949	until ~	Listening
along ~	300367	across ~	Listening
along ~	300450	among ~	Listening
along ~	300675	against ~	Listening
address ~	300367	across ~	Listening
feel asleep	300368	fall asleep	Listening
full asleep	300368	fall asleep	Listening
far asleep	300368	fall asleep	Listening
fell asleep	300368	fall asleep	Listening
go to sleep	300368	fall asleep	Synonym
rocky	300370	lucky	Listening
lovely	300370	lucky	Listening
lovely	300371	luckily	Listening
lovely	300806	lonely	Listening
fortunate	300370	lucky	Synonym
locally	300371	luckily	Listening
fortunately	300371	luckily	Synonym
mister	300373	minister	Listening
happiness	300377	joy	Synonym
third grade	300378	earthquake	Listening
grown-up	300383	adult	Synonym
go around B	300384	show A around B	Listening
look around B	300384	show A around B	Listening
walk around B	300384	show A around B	Listening
jester	300385	gesture	Listening
cleaned	300387	pleased	Listening
played	300387	pleased	Listening
started	300388	satisfied	Listening
dissatisfied	300388	satisfied	Antonym
stole	300390	stone	Listening
weighty	300392	heavy	Synonym
crazy	300395	lazy	Listening
hard-working	300395	lazy	Antonym
be likely to do	300396	be able to do	Listening
be likely to do	300464	be sure to do	Listening
be afraid to do	300396	be able to do	Listening
be afraid to do	300464	be sure to do	Listening
increase ~	300397	include ~	Listening
improve ~	300397	include ~	Listening
get out of ~	300399	run out of ~	Listening
come out of ~	300399	run out of ~	Listening
stay out of ~	300399	run out of ~	Listening
go out of ~	300399	run out of ~	Listening
stand for	300400	mean	Synonym
sound good	300401	sound like ~	Listening
sounds right	300401	sound like ~	Listening
be on time	300405	be in trouble	Listening
be in danger	300405	be in trouble	Listening
be in charge	300405	be in trouble	Listening
in difficulty	300405	be in trouble	Synonym
carried	300406	married	Listening
merry	300406	married	Listening
merry	300567	memory	Listening
worthless	300413	precious	Antonym
worthless	301050	valuable	Antonym
lock up ~	300415	knock on ~	Listening
knock down ~	300415	knock on ~	Listening
rush into ~	300416	crash into ~	Listening
come into ~	300416	crash into ~	Listening
cross over ~	300416	crash into ~	Listening
crush ~	300416	crash into ~	Listening
template	300424	temperature	Listening
lent	300426	length	Listening
intersection	300430	instruction	Listening
ache	300436	pain	Synonym
I'll tell you.	300438	I'll call you.	Listening
I'll meet you.	300438	I'll call you.	Listening
I'll see you.	300438	I'll call you.	Listening
pastor	300440	passport	Listening
if not	300442	unless	Synonym
if not	300443	otherwise	Synonym
decease	300445	disease	Listening
in the dark	300447	in the park	Listening
in the yard	300447	in the park	Listening
in the room	300447	in the park	Listening
in the room	300947	in the future	Listening
in the car	300447	in the park	Listening
even if ~	300448	if ~	Listening
as if ~	300448	if ~	Listening
only if ~	300448	if ~	Listening
unless ~	300448	if ~	Listening
one another	300453	one after another	Listening
all together	300453	one after another	Listening
one by one	300453	one after another	Synonym
in the end	300454	after all	Synonym
in the garden	300456	in the morning	Listening
in the kitchen	300456	in the morning	Listening
in the station	300456	in the morning	Listening
at the top of ~	300457	at the end of ~	Listening
at the back of ~	300457	at the end of ~	Listening
at the side of ~	300457	at the end of ~	Listening
at the front of ~	300457	at the end of ~	Listening
massage	300458	message	Listening
let A go	300459	let A know B	Listening
ask A for B	300459	let A know B	Listening
right side out	300460	inside out	Antonym
thread	300462	throat	Listening
insects	300463	indoors	Listening
windows	300463	indoors	Listening
indian	300463	indoors	Listening
remember to	300464	be sure to do	Synonym
Let's eat.	300466	Let's go.	Listening
Let's play.	300466	Let's go.	Listening
Let's read.	300466	Let's go.	Listening
Let's sing.	300466	Let's go.	Listening
That's not the answer.	300467	That's not a problem.	Listening
That's a big problem.	300467	That's not a problem.	Listening
That is my problem.	300467	That's not a problem.	Listening
That's a nice present.	300467	That's not a problem.	Listening
It's okay.	300467	That's not a problem.	Synonym
No promise.	300468	No problem.	Listening
No practice.	300468	No problem.	Listening
My problem.	300468	No problem.	Listening
No coffee.	300468	No problem.	Listening
take turns	300470	take part in ~	Listening
contact A about B	300471	connect A to B	Listening
come up with ~	300475	carry on with ~	Listening
come up with ~	300897	keep up with ~	Listening
catch up with ~	300475	carry on with ~	Listening
catch up with ~	300893	keep in touch with ~	Listening
get along with ~	300475	carry on with ~	Listening
get along with ~	300893	keep in touch with ~	Listening
get along with ~	300897	keep up with ~	Listening
keep doing ~	300476	continue	Synonym
go on doing ~	300476	continue	Synonym
prevent A from doing	300477	protect A from B	Listening
borrow A from B	300477	protect A from B	Listening
hide A from B	300477	protect A from B	Listening
prints	300479	prince	Listening
be popular with ~	300481	be familiar with ~	Listening
be sure of ~	300482	be aware of ~	Listening
be unaware of ~	300482	be aware of ~	Antonym
be careful about ~	300483	be famous for ~	Listening
be known for ~	300483	be famous for ~	Listening
be known for	300483	be famous for ~	Synonym
inland	300485	island	Listening
Ireland	300485	island	Listening
eyelid	300485	island	Listening
iceberg	300485	island	Listening
filled	300487	field	Listening
tell A to do	300495	allow A to do	Listening
want A to do	300495	allow A to do	Listening
forbid A from doing	300495	allow A to do	Antonym
alligator	300496	elevator	Listening
alligator	300594	escalator	Listening
prepare A for B	300499	prefer A to B	Listening
offer A to B	300499	prefer A to B	Listening
bring A to B	300499	prefer A to B	Listening
bring A to B	300537	introduce A to B	Listening
boulder	300500	border	Listening
gratefully	300502	gradually	Listening
in back of you	300508	in front of you	Listening
in front of me	300508	in front of you	Listening
in front of us	300508	in front of you	Listening
in front of it	300508	in front of you	Listening
in your bag	300509	on your left	Listening
under the desk	300509	on your left	Listening
in your room	300510	on your right	Listening
under the chair	300510	on your right	Listening
near the park	300510	on your right	Listening
for a day	300511	far away	Listening
from school	300511	far away	Listening
from school	300957	for example	Listening
a long way away	300511	far away	Synonym
Germany	300513	journey	Listening
far from home	300517	face to face	Listening
take your time	300517	face to face	Listening
day by day	300517	face to face	Listening
in person	300517	face to face	Synonym
delete	300518	defeat	Listening
lose to	300518	defeat	Antonym
rosy	300520	noisy	Listening
volley	300521	valley	Listening
jeep	300522	cheap	Listening
kindly	300523	quietly	Listening
kindly	300591	quickly	Listening
silently	300523	quietly	Synonym
gotten	300524	bottom	Listening
comical	300527	chemical	Listening
capitals	300529	capital	Listening
take ~ down	300536	turn ~ down	Listening
lower the volume	300536	turn ~ down	Synonym
turn it up	300536	turn ~ down	Antonym
teach A about B	300540	remind A about B	Listening
teach A about B	300924	warn A about B	Listening
make better	300541	improve	Synonym
worsen	300541	improve	Antonym
inviting	300545	exciting	Listening
thrilling	300545	exciting	Synonym
trying	300547	tiring	Listening
timing	300547	tiring	Listening
for a short time	300551	for a long time	Listening
for a short time	300551	for a long time	Antonym
from time to time	300551	for a long time	Listening
all the time	300551	for a long time	Listening
heading	300555	wedding	Listening
waving	300555	wedding	Listening
hood	300556	wood	Listening
no more than	300558	at most	Synonym
unimportant	300561	important	Antonym
a list	300568	at least	Listening
arrow	300569	error	Listening
arrow	300869	narrow	Listening
celery	300571	salary	Listening
tack	300574	tax	Listening
excitedly	300580	especially	Listening
particularly	300580	especially	Synonym
angel	300583	engine	Listening
angel	301002	ancient	Listening
shave	300584	shake	Listening
go outside	300585	go straight	Listening
go upstairs	300585	go straight	Listening
go by train	300585	go straight	Listening
thickly	300591	quickly	Listening
actual	300592	active	Listening
attic	300592	active	Listening
energetic	300592	active	Synonym
energetic	301069	economic	Listening
inactive	300592	active	Antonym
calculator	300594	escalator	Listening
needed	300598	necessary	Synonym
encouragement	300603	environment	Listening
enjoyment	300603	environment	Listening
enjoyment	300948	appointment	Listening
caller	300606	collar	Listening
caller	300982	corner	Listening
stand by me	300608	side by side	Listening
sunny day	300608	side by side	Listening
by the sea	300608	side by side	Listening
freshly	300609	friendly	Listening
unfriendly	300609	friendly	Antonym
sadly	300611	safely	Listening
dangerously	300611	safely	Antonym
courageous	300613	brave	Synonym
cowardly	300613	brave	Antonym
dim	300614	dark	Synonym
insufficient	300616	enough	Antonym
siren	300619	silent	Listening
purse	300622	peace	Listening
noting	300625	nothing	Listening
nodding	300625	nothing	Listening
a line	300627	alive	Listening
accept ~	300634	except ~	Listening
not many	300636	few	Synonym
spatial	300637	special	Listening
be the same as	300640	be different from ~	Antonym
a week	300642	awake	Listening
tin	300644	thin	Listening
tick	300645	thick	Listening
puzzled	300647	confused	Synonym
fearless	300648	careless	Listening
some more ~	300650	no more ~	Listening
many more ~	300650	no more ~	Listening
not yet	300650	no more ~	Listening
hope to do	300656	happen to do	Listening
hurry to do	300656	happen to do	Listening
additional	300660	traditional	Listening
offline	300662	online	Antonym
sentry	300664	century	Listening
won	300670	once	Listening
playgroup	300679	playground	Listening
playtime	300679	playground	Listening
playhouse	300679	playground	Listening
west side	300680	website	Listening
webpage	300680	website	Listening
backache	300681	stomachache	Listening
stomach pain	300681	stomachache	Synonym
heartache	300682	headache	Listening
hotcake	300682	headache	Listening
madam	300685	magazine	Listening
hottest	300693	hostess	Listening
hottest	300926	honest	Listening
MC	300694	host	Synonym
use ~ to do	300695	used to do	Listening
Indian	300708	European	Listening
greeting	300710	meeting	Listening
birth	300739	earth	Listening
visitors	300743	vegetables	Listening
vests	300743	vegetables	Listening
greeting card	300744	credit card	Listening
pretty hard	300744	credit card	Listening
talk back	300746	call ~ back	Listening
fall back	300746	call ~ back	Listening
seller	300752	solar	Listening
prepared	300756	ready	Synonym
throw up	300769	throw away	Listening
put away	300769	throw away	Listening
dig up	300773	bury	Antonym
misty	300774	mystery	Listening
be afraid that ~	300782	be aware that ~	Listening
be surprised that ~	300782	be aware that ~	Listening
know that ~	300782	be aware that ~	Synonym
hear of ~	300784	hear from ~	Listening
care for ~	300784	hear from ~	Listening
care for ~	300795	ask for ~	Listening
care for ~	300851	cheer for ~	Listening
care for ~	300932	wish for ~	Listening
get a message from ~	300784	hear from ~	Synonym
discounted	300786	discount	Listening
full price	300786	discount	Antonym
the United Kingdom	300787	the United States	Listening
United	300787	the United States	Listening
stand up straight	300791	stay up late	Listening
wake up early	300791	stay up late	Listening
take a break	300791	stay up late	Listening
say it again	300791	stay up late	Listening
go to bed early	300791	stay up late	Antonym
come back soon	300793	write back soon	Listening
call back soon	300793	write back soon	Listening
write it down	300793	write back soon	Listening
right after school	300793	write back soon	Listening
pay for ~	300795	ask for ~	Listening
ranger	300799	danger	Listening
lab	300800	laboratory	Synonym
in a house	300805	in a hurry	Listening
in a hall	300805	in a hurry	Listening
in a hand	300805	in a hurry	Listening
in a hat	300805	in a hurry	Listening
longly	300806	lonely	Listening
lowly	300806	lonely	Listening
kitty	300807	pity	Listening
risky	300811	rescue	Listening
praise A for B	300816	blame A for B	Listening
thank A for B	300816	blame A for B	Listening
thank A for B	300903	forgive A for B	Listening
suggest	300817	recommend A to B	Synonym
suggest	301036	success	Listening
discuss with ~	300819	disagree with ~	Listening
deal with ~	300819	disagree with ~	Listening
deal with ~	300823	agree with ~	Listening
go with ~	300819	disagree with ~	Listening
go with ~	300823	agree with ~	Listening
say again	300820	repeat	Synonym
apply for ~	300821	apologize for ~	Listening
prepare for ~	300821	apologize for ~	Listening
say sorry	300821	apologize for ~	Synonym
prepare to do	300825	promise to do	Listening
prepare to do	301074	pretend to do	Listening
prefer to do	300825	promise to do	Listening
prefer to do	301074	pretend to do	Listening
unicorn	300830	uniform	Listening
take ~ up	300833	look ~ up	Listening
helicopter	300836	telescope	Listening
essay	300837	x-ray	Listening
novice	300838	notice	Listening
See you there.	300840	See you then.	Listening
See me then.	300840	See you then.	Listening
cannon	300841	common	Listening
thump	300849	thumb	Listening
lead A to B	300855	guide A to B	Listening
take A from B	300855	guide A to B	Listening
eagerness	300856	illness	Listening
sickness	300856	illness	Synonym
etch	300857	edge	Listening
Have a snack.	300860	Have a seat.	Listening
Take a seat.	300860	Have a seat.	Listening
Have a sip.	300860	Have a seat.	Listening
Have a map.	300860	Have a seat.	Listening
take a seat	300860	Have a seat.	Synonym
feet	300861	fit	Listening
manor	300866	minor	Listening
peel	300867	pill	Listening
color A with B	300878	cover A with B	Listening
be colored with ~	300879	be covered with ~	Listening
be compared with ~	300879	be covered with ~	Listening
sold	300885	soul	Listening
decide on A	300887	divide A into B	Listening
design A for B	300887	divide A into B	Listening
deliver A to B	300887	divide A into B	Listening
describe A to B	300887	divide A into B	Listening
skater	300889	spectator	Listening
send ~ out	300891	set ~ up	Listening
take down	300891	set ~ up	Antonym
citation	300892	situation	Listening
get in touch with ~	300893	keep in touch with ~	Listening
sit in bed	300894	sick in bed	Listening
sleep in bed	300894	sick in bed	Listening
six in bed	300894	sick in bed	Listening
sick and sad	300894	sick in bed	Listening
walk away from ~	300897	keep up with ~	Listening
rub ~	300898	rob ~	Listening
rock ~	300898	rob ~	Listening
roll ~	300898	rob ~	Listening
drop ~	300898	rob ~	Listening
stampede	300899	stamp	Listening
stayed	300901	statue	Listening
pull ~ away	300905	put ~ away	Listening
push ~ away	300905	put ~ away	Listening
take ~ away	300905	put ~ away	Listening
geometry	300907	geography	Listening
science studies	300908	social studies	Listening
social science	300908	social studies	Listening
study hall	300908	social studies	Listening
science class	300908	social studies	Listening
toothpick	300909	topic	Listening
tonic	300909	topic	Listening
run after ~	300914	look after ~	Listening
ask after ~	300914	look after ~	Listening
take care of	300914	look after ~	Synonym
rob	300916	steal	Synonym
discover ~	300917	discuss ~	Listening
describe ~	300917	discuss ~	Listening
dislike ~	300917	discuss ~	Listening
dismiss ~	300917	discuss ~	Listening
check with ~	300918	chat with ~	Listening
meet with ~	300918	chat with ~	Listening
connect with ~	300919	communicate with ~	Listening
cooperate with ~	300919	communicate with ~	Listening
truthful	300926	honest	Synonym
dishonest	300926	honest	Antonym
latest	300928	largest	Listening
biggest	300928	largest	Synonym
coldest	300929	oldest	Listening
boldest	300929	oldest	Listening
think about	300934	consider	Synonym
trust	300935	believe	Synonym
africa	300943	afternoon	Listening
aftermath	300943	afternoon	Listening
redline	300945	deadline	Listening
bedtime	300945	deadline	Listening
headlight	300945	deadline	Listening
daytime	300945	deadline	Listening
in the city	300947	in the future	Listening
into ~	300949	until ~	Listening
till	300949	until ~	Synonym
sung	300951	sand	Listening
Adam	300952	atom	Listening
uptown	300954	upstairs	Listening
downward	300955	downstairs	Listening
four apples	300957	for example	Listening
for instance	300957	for example	Synonym
right side up	300960	upside down	Antonym
circus	300961	surface	Listening
plaza	300966	platform	Listening
runway	300967	railway	Listening
asteroid	300969	astronaut	Listening
brunch	300970	branch	Listening
rear	300975	real	Listening
reply to ~	300976	rely on ~	Listening
reply to ~	301071	react to ~	Listening
wait on ~	300976	rely on ~	Listening
defend ~	300977	depend on ~	Listening
demand ~	300977	depend on ~	Listening
decide on ~	300977	depend on ~	Listening
rely on	300977	depend on ~	Synonym
fries	300978	freeze	Listening
cooker	300982	corner	Listening
fill ~ out	300984	figure ~ out	Listening
find ~ out	300984	figure ~ out	Listening
pick ~ out	300984	figure ~ out	Listening
check ~ out	300984	figure ~ out	Listening
find out	300984	figure ~ out	Synonym
all at once	300985	suddenly	Synonym
so fast	300989	so far	Listening
so long	300989	so far	Listening
so good	300989	so far	Listening
so high	300989	so far	Listening
rewrite	300990	recycle	Listening
because of ~	300992	instead of ~	Listening
think of ~	300993	think about ~	Listening
connect A with B	300994	share A with B	Listening
cheaply	301001	deeply	Listening
sweetly	301001	deeply	Listening
brightened	301004	frightened	Listening
stand by ~	301006	stop by ~	Listening
step by ~	301006	stop by ~	Listening
stay by ~	301006	stop by ~	Listening
Wake up early.	301010	Wait a minute.	Listening
Write a letter.	301010	Wait a minute.	Listening
Take a picture.	301010	Wait a minute.	Listening
wait a moment	301010	Wait a minute.	Synonym
patients	301012	patience	Listening
impatience	301012	patience	Antonym
swat	301018	sweat	Listening
inner	301027	internet	Listening
mailing	301030	meaning	Listening
minding	301030	meaning	Listening
opening	301031	opinion	Listening
Have a long trip.	301039	Have a safe trip.	Listening
Have a short trip.	301039	Have a safe trip.	Listening
classy	301040	closely	Listening
cheerfully	301041	carefully	Listening
cautiously	301041	carefully	Synonym
carelessly	301041	carefully	Antonym
as long as possible	301042	as soon as possible	Listening
as early as possible	301042	as soon as possible	Listening
as fast as possible	301042	as soon as possible	Listening
as good as possible	301042	as soon as possible	Listening
fitness	301047	business	Listening
shop assistant	301048	clerk	Synonym
workers	301049	staff	Synonym
cheering	301059	children	Listening
girlfriend	301065	boyfriend	Listening
poetical	301066	political	Listening
ecologic	301069	economic	Listening
ratio	301070	racial	Listening
relax with ~	301071	react to ~	Listening
refer to ~	301071	react to ~	Listening
beforehand	301078	afterward	Antonym
unlawful	301079	illegal	Synonym
underline	301080	undertake	Listening
undertook	301080	undertake	Listening
sentiment	301081	settlement	Listening
