"english","sourceNo","sourceWord","mode"
"take a bus","200698","take a photo","Listening"
"make a cake","200698","take a photo","Listening"
"write a note","200698","take a photo","Listening"
"play in the park","200699","go on a trip","ChoicesJaEn"
"go on a train","200699","go on a trip","Listening"
"go to a park","200699","go on a trip","Listening"
"go for a walk","200699","go on a trip","Listening"
"follow","200700","borrow","Listening"
"help ~","200701","speak to ~","ChoicesJaEn"
"visit ~","200701","speak to ~","ChoicesJaEn"
"call ~","200701","speak to ~","ChoicesJaEn"
"speed up","200701","speak to ~","Listening"
"stay up","200701","speak to ~","Listening"
"spell out","200701","speak to ~","Listening"
"speak up","200701","speak to ~","Listening"
"talk to","200701","speak to ~","Synonym"
"promise","200703","goal","ChoicesJaEn"
"goat","200703","goal","Listening"
"tasty","200704","delicious","Synonym"
"cabin","200706","tent","ChoicesJaEn"
"sent","200706","tent","Listening"
"text","200706","tent","Listening"
"last month","200709","next month","ChoicesJaEn"
"this month","200709","next month","ChoicesJaEn"
"next year","200709","next month","ChoicesJaEn"
"next Monday","200709","next month","Listening"
"last month","200709","next month","Listening"
"this month","200709","next month","Listening"
"lost","200710","last","Listening"
"least","200710","last","Listening"
"gave","200711","game","Listening"
"came","200711","game","Listening"
"promise","200713","plan","ChoicesJaEn"
"need help","200714","have a good idea","ChoicesJaEn"
"have no time","200714","have a good idea","ChoicesJaEn"
"make a promise","200714","have a good idea","ChoicesJaEn"
"feel sick","200714","have a good idea","ChoicesJaEn"
"have a big dinner","200714","have a good idea","Listening"
"have a good teacher","200714","have a good idea","Listening"
"have a new camera","200714","have a good idea","Listening"
"have a blue jacket","200714","have a good idea","Listening"
"think of a good plan","200714","have a good idea","Synonym"
"invite","200718","enjoy","Listening"
"shell","200720","sell","Listening"
"speed","200721","speak","Listening"
"open","200722","use","ChoicesJaEn"
"this week","200724","this weekend","Listening"
"next weekend","200724","this weekend","Listening"
"this evening","200724","this weekend","Listening"
"last weekend","200724","this weekend","Listening"
"promise","200725","idea","ChoicesJaEn"
"thought","200725","idea","Synonym"
"all night","200726","all day long","ChoicesJaEn"
"every week","200726","all day long","ChoicesJaEn"
"all night long","200726","all day long","Listening"
"all year long","200726","all day long","Listening"
"all week long","200726","all day long","Listening"
"every week","200727","all year round","ChoicesJaEn"
"every month","200727","all year round","ChoicesJaEn"
"all night","200727","all year round","Listening"
"throughout the year","200727","all year round","Synonym"
"play soccer","200728","play catch","ChoicesJaEn"
"play tennis","200728","play catch","ChoicesJaEn"
"play chess","200728","play catch","Listening"
"play cards","200728","play catch","Listening"
"play tag","200728","play catch","Listening"
"play tennis","200728","play catch","Listening"
"before breakfast","200729","after dinner","ChoicesJaEn"
"after lunch","200729","after dinner","ChoicesJaEn"
"after lunch","200729","after dinner","Listening"
"at dinner","200729","after dinner","Listening"
"before dinner","200729","after dinner","Listening"
"before school","200730","after school","ChoicesJaEn"
"at lunch","200730","after school","ChoicesJaEn"
"after class","200730","after school","Listening"
"after lunch","200730","after school","Listening"
"after work","200730","after school","Listening"
"four o'clock","200731","five o'clock","ChoicesJaEn"
"six o'clock","200731","five o'clock","ChoicesJaEn"
"seven o'clock","200731","five o'clock","ChoicesJaEn"
"eight o'clock","200731","five o'clock","ChoicesJaEn"
"nine o'clock","200731","five o'clock","Listening"
"five thirty","200731","five o'clock","Listening"
"five fifteen","200731","five o'clock","Listening"
"four o'clock","200731","five o'clock","Listening"
"ten minutes","200732","five minutes","ChoicesJaEn"
"fifteen minutes","200732","five minutes","ChoicesJaEn"
"twenty minutes","200732","five minutes","ChoicesJaEn"
"thirty minutes","200732","five minutes","ChoicesJaEn"
"nine minutes","200732","five minutes","Listening"
"five seconds","200732","five minutes","Listening"
"ten minutes","200732","five minutes","Listening"
"few minutes","200732","five minutes","Listening"
"echo","200733","ago","Listening"
"near ~","200734","time for ~","ChoicesJaEn"
"time to","200734","time for ~","Listening"
"timer","200734","time for ~","Listening"
"mind","200735","minute","Listening"
"from ~","200736","till ~","ChoicesJaEn"
"until","200736","till ~","Synonym"
"from ~","200737","before ~","ChoicesJaEn"
"began","200737","before ~","Listening"
"after","200737","before ~","Antonym"
"from ~","200738","after ~","ChoicesJaEn"
"before","200738","after ~","Antonym"
"Mr.","200739","Mrs.","ChoicesJaEn"
"sang","200740","thank","Listening"
"except","200741","excuse","Listening"
"forgive","200741","excuse","Synonym"
"open","200743","begin","ChoicesJaEn"
"between","200743","begin","Listening"
"after that","200744","first of all","ChoicesJaEn"
"fast of all","200744","first of all","Listening"
"best of all","200744","first of all","Listening"
"last of all","200744","first of all","Listening"
"cone","200746","comb","Listening"
"reader","200747","ruler","Listening"
"lipstick","200748","chopstick","Listening"
"net","200749","racket","ChoicesJaEn"
"bucket","200749","racket","Listening"
"sailing","200750","ceiling","Listening"
"seedling","200750","ceiling","Listening"
"seating","200750","ceiling","Listening"
"kids","200751","kiss","Listening"
"kit","200751","kiss","Listening"
"metro","200752","subway","Synonym"
"take a train","200753","take a plane","ChoicesJaEn"
"take a bus","200753","take a plane","ChoicesJaEn"
"take a train","200753","take a plane","Listening"
"take a bus","200753","take a plane","Listening"
"take a taxi","200753","take a plane","Listening"
"take a boat","200753","take a plane","Listening"
"go walking","200755","go fishing","ChoicesJaEn"
"go swimming","200755","go fishing","ChoicesJaEn"
"go running","200755","go fishing","ChoicesJaEn"
"go swimming","200755","go fishing","Listening"
"go skating","200755","go fishing","Listening"
"go camping","200755","go fishing","Listening"
"one item","200758","pair","ChoicesJaEn"
"pail","200758","pair","Listening"
"single person","200759","couple","ChoicesJaEn"
"trio","200759","couple","ChoicesJaEn"
"once a day","200760","twice a day","ChoicesJaEn"
"twice a week","200760","twice a day","ChoicesJaEn"
"twice a month","200760","twice a day","ChoicesJaEn"
"twice a year","200760","twice a day","ChoicesJaEn"
"twice a week","200760","twice a day","Listening"
"once a day","200760","twice a day","Listening"
"three a day","200760","twice a day","Listening"
"motorcycle","200761","bicycle","ChoicesJaEn"
"liter","200762","kilometer","ChoicesJaEn"
"millimeter","200763","centimeter","ChoicesJaEn"
"cinnamon","200763","centimeter","Listening"
"liter","200764","kilogram","ChoicesJaEn"
"ton","200764","kilogram","ChoicesJaEn"
"telegram","200764","kilogram","Listening"
"liter","200765","gram","ChoicesJaEn"
"ton","200765","gram","ChoicesJaEn"
"grand","200765","gram","Listening"
"boss","200766","colleague","ChoicesJaEn"
"connect","200766","colleague","Listening"
"met","200767","yet","Listening"
"net","200767","yet","Listening"
"spent","200769","spend","Listening"
"by bike","200770","by taxi","ChoicesJaEn"
"by bike","200770","by taxi","Listening"
"pottery","200771","potato","Listening"
"napkin","200772","pumpkin","Listening"
"pudding","200772","pumpkin","Listening"
"open","200773","have","ChoicesJaEn"
"Good morning.","200776","Thank you very much.","ChoicesJaEn"
"Goodbye.","200776","Thank you very much.","ChoicesJaEn"
"Excuse me.","200776","Thank you very much.","ChoicesJaEn"
"Nice to meet you.","200776","Thank you very much.","ChoicesJaEn"
"Thank you.","200776","Thank you very much.","Listening"
"See you very much.","200776","Thank you very much.","Listening"
"Nice to meet you.","200776","Thank you very much.","Listening"
"make breakfast","200777","go shopping","ChoicesJaEn"
"listen to music","200777","go shopping","ChoicesJaEn"
"go swimming","200777","go shopping","Listening"
"go skating","200777","go shopping","Listening"
"go jogging","200777","go shopping","Listening"
"shoe","200778","belt","ChoicesJaEn"
"bent","200778","belt","Listening"
"built","200778","belt","Listening"
"bus shop","200779","bus stop","Listening"
"back stop","200779","bus stop","Listening"
"big stop","200779","bus stop","Listening"
"best spot","200779","bus stop","Listening"
"go swimming","200781","go hiking","ChoicesJaEn"
"go running","200781","go hiking","ChoicesJaEn"
"go walking","200781","go hiking","ChoicesJaEn"
"go biking","200781","go hiking","Listening"
"go running","200781","go hiking","Listening"
"can do","200782","like to do","ChoicesJaEn"
"like to eat","200782","like to do","Listening"
"like to play","200782","like to do","Listening"
"like to read","200782","like to do","Listening"
"like to sing","200782","like to do","Listening"
"sheet","200783","blanket","ChoicesJaEn"
"quilt","200783","blanket","ChoicesJaEn"
"bracket","200783","blanket","Listening"
"write ~","200784","look at ~","ChoicesJaEn"
"open ~","200784","look at ~","ChoicesJaEn"
"make ~","200784","look at ~","ChoicesJaEn"
"cook at","200784","look at ~","Listening"
"crown","200785","crayon","Listening"
"crying","200785","crayon","Listening"
"gray","200785","crayon","Listening"
"See you next week.","200788","See you soon.","ChoicesJaEn"
"Goodbye.","200788","See you soon.","ChoicesJaEn"
"See you next week.","200788","See you soon.","Listening"
"Goodbye.","200788","See you soon.","Listening"
"clown","200789","cloudy","Listening"
"snowing","200790","raining","ChoicesJaEn"
"running","200790","raining","Listening"
"ringing","200790","raining","Listening"
"writing","200790","raining","Listening"
"waiting","200790","raining","Listening"
"at the store","200791","at work","ChoicesJaEn"
"at the park","200791","at work","ChoicesJaEn"
"at night","200791","at work","Listening"
"at lunch","200791","at work","Listening"
"lemon","200793","lion","Listening"
"wish","200795","hope","Synonym"
"Take care.","200796","Have a nice trip.","ChoicesJaEn"
"Good night.","200796","Have a nice trip.","ChoicesJaEn"
"Hello.","200796","Have a nice trip.","ChoicesJaEn"
"Have a nice day.","200796","Have a nice trip.","Listening"
"Have a nice time.","200796","Have a nice trip.","Listening"
"Have a good trip.","200796","Have a nice trip.","Listening"
"Have a nice day.","200797","Have a nice weekend.","ChoicesJaEn"
"Take care.","200797","Have a nice weekend.","ChoicesJaEn"
"See you next week.","200797","Have a nice weekend.","ChoicesJaEn"
"Hello.","200797","Have a nice weekend.","ChoicesJaEn"
"Have a nice week.","200797","Have a nice weekend.","Listening"
"Have a nice day.","200797","Have a nice weekend.","Listening"
"Have a nice evening.","200797","Have a nice weekend.","Listening"
"Have a nice meal.","200797","Have a nice weekend.","Listening"
"forgive","200799","forest","Listening"
"forty","200799","forest","Listening"
"woods","200799","forest","Synonym"
"yell","200802","yes","Listening"
"note","200803","no","Listening"
"good day","200804","goodbye","Listening"
"good job","200804","goodbye","Listening"
"good boy","200804","goodbye","Listening"
"thinking","200805","thank you","Listening"
"cooking","200806","housework","ChoicesJaEn"
"houses","200806","housework","Listening"
"hard work","200806","housework","Listening"
"promise","200807","job","ChoicesJaEn"
"jog","200807","job","Listening"
"I don't know.","200810","You're right.","ChoicesJaEn"
"Be careful.","200810","You're right.","ChoicesJaEn"
"Hurry up.","200810","You're right.","ChoicesJaEn"
"Say it again.","200810","You're right.","ChoicesJaEn"
"You're late.","200810","You're right.","Listening"
"You're nice.","200810","You're right.","Listening"
"You're busy.","200810","You're right.","Listening"
"You're ready.","200810","You're right.","Listening"
"That's correct.","200810","You're right.","Synonym"
"kitten","200811","puppy","ChoicesJaEn"
"pony","200811","puppy","ChoicesJaEn"
"poppy","200811","puppy","Listening"
"puppet","200811","puppy","Listening"
"kindergarten","200813","junior high school","ChoicesJaEn"
"senior high school","200813","junior high school","Listening"
"language school","200813","junior high school","Listening"
"night school","200813","junior high school","Listening"
"must not","200814","have to do","ChoicesJaEn"
"be going to do","200814","have to do","ChoicesJaEn"
"need to do","200814","have to do","Listening"
"plan to do","200814","have to do","Listening"
"try to do","200814","have to do","Listening"
"before","200815","because","Listening"
"beside","200815","because","Listening"
"before","200816","if","ChoicesJaEn"
"after","200816","if","ChoicesJaEn"
"is","200816","if","Listening"
"as ... as","200817","than","ChoicesJaEn"
"before","200817","than","ChoicesJaEn"
"after","200817","than","ChoicesJaEn"
"during","200817","than","ChoicesJaEn"
"them","200817","than","Listening"
"want to","200818","must","ChoicesJaEn"
"have to","200818","must","Synonym"
"be worried about","200821","be interested in ~","Listening"
"be ready for","200821","be interested in ~","Listening"
"be kind to","200821","be interested in ~","Listening"
"how many","200822","how often","ChoicesJaEn"
"how much","200822","how often","ChoicesJaEn"
"how old","200822","how often","Listening"
"how many","200822","how often","Listening"
"how much","200822","how often","Listening"
"how many","200823","how long","ChoicesJaEn"
"how much","200823","how long","ChoicesJaEn"
"how old","200823","how long","Listening"
"how far","200823","how long","Listening"
"how many","200823","how long","Listening"
"thank you. I'm full.","300001","No, thank you. I'm full.","ChoicesJaEn"
"please.","300001","No, thank you. I'm full.","ChoicesJaEn"
"I'm hungry.","300001","No, thank you. I'm full.","ChoicesJaEn"
"please.","300001","No, thank you. I'm full.","ChoicesJaEn"
"It's very good.","300001","No, thank you. I'm full.","ChoicesJaEn"
"thank you. I'm full.","300001","No, thank you. I'm full.","Listening"
"thank you. I'm fine.","300001","No, thank you. I'm full.","Listening"
"thank you. I'm busy.","300001","No, thank you. I'm full.","Listening"
"thank you. I'm sick.","300001","No, thank you. I'm full.","Listening"
"thank you. I'm cold.","300001","No, thank you. I'm full.","Listening"
"Thank you.","300002","You're welcome.","ChoicesJaEn"
"I am sorry.","300002","You're welcome.","ChoicesJaEn"
"Hello.","300002","You're welcome.","ChoicesJaEn"
"Goodbye.","300002","You're welcome.","ChoicesJaEn"
"You are very kind.","300002","You're welcome.","Listening"
"Your bag is open.","300002","You're welcome.","Listening"
"We are ready.","300002","You're welcome.","Listening"
"You look happy.","300002","You're welcome.","Listening"
"have a big bag","300003","have a good time","Listening"
"have a long walk","300003","have a good time","Listening"
"have a good trip","300003","have a good time","Listening"
"enjoy oneself","300003","have a good time","Synonym"
"made","300006","main","Listening"
"vinyl","300007","final","Listening"
"finder","300007","final","Listening"
"best-loved","300008","favorite","Synonym"
"least favorite","300008","favorite","Antonym"
"well-liked","300010","popular","Synonym"
"unpopular","300010","popular","Antonym"
"youthful","300011","useful","Listening"
"yours","300012","ours","ChoicesJaEn"
"theirs","300012","ours","ChoicesJaEn"
"hers","300012","ours","ChoicesJaEn"
"his","300012","ours","ChoicesJaEn"
"yours","300012","ours","Listening"
"theirs","300012","ours","Listening"
"hers","300012","ours","Listening"
"owners","300012","ours","Listening"
"I don't know.","300013","That's right.","ChoicesJaEn"
"Be careful.","300013","That's right.","ChoicesJaEn"
"Once more.","300013","That's right.","ChoicesJaEn"
"Hurry up.","300013","That's right.","ChoicesJaEn"
"That's nice.","300013","That's right.","Listening"
"That's fine.","300013","That's right.","Listening"
"That's mine.","300013","That's right.","Listening"
"That's correct.","300013","That's right.","Synonym"
"Nice weather!","300014","Good idea!","ChoicesJaEn"
"A big room.","300014","Good idea!","ChoicesJaEn"
"A long vacation.","300014","Good idea!","ChoicesJaEn"
"A fast train.","300014","Good idea!","ChoicesJaEn"
"Good evening.","300014","Good idea!","Listening"
"Good teacher.","300014","Good idea!","Listening"
"Good player.","300014","Good idea!","Listening"
"Good morning.","300014","Good idea!","Listening"
"nice idea","300014","Good idea!","Synonym"
"written","300015","listen","Listening"
"Korea","300016","Thailand","ChoicesJaEn"
"highland","300016","Thailand","Listening"
"Thai","300016","Thailand","Listening"
"forty","300017","fourteen","Listening"
"some ~","300018","lots of ~","ChoicesJaEn"
"all ~","300018","lots of ~","ChoicesJaEn"
"few ~","300018","lots of ~","ChoicesJaEn"
"a kind of ~","300018","lots of ~","Listening"
"a pair of ~","300018","lots of ~","Listening"
"kindergarten","300020","junior high school","ChoicesJaEn"
"jungle","300020","junior high school","Listening"
"Can we ~?","300021","Shall we ~?","ChoicesJaEn"
"Must we ~?","300021","Shall we ~?","ChoicesJaEn"
"Are we ~?","300021","Shall we ~?","ChoicesJaEn"
"Do we want to ~?","300021","Shall we ~?","ChoicesJaEn"
"Can we ~?","300021","Shall we ~?","Listening"
"Should we ~?","300021","Shall we ~?","Listening"
"Will we ~?","300021","Shall we ~?","Listening"
"Shall I ~?","300021","Shall we ~?","Listening"
"sat","300023","sit down","Listening"
"Of course.","300024","Pardon?","ChoicesJaEn"
"Be careful.","300024","Pardon?","ChoicesJaEn"
"Hurry up.","300024","Pardon?","ChoicesJaEn"
"Excuse me?","300024","Pardon?","Synonym"
"of school","300025","of course","Listening"
"of corn","300025","of course","Listening"
"of town","300025","of course","Listening"
"I must ~.","300026","May I ~?","ChoicesJaEn"
"I will ~.","300026","May I ~?","ChoicesJaEn"
"I can ~.","300026","May I ~?","ChoicesJaEn"
"Shall I ~?","300026","May I ~?","ChoicesJaEn"
"May we ~?","300026","May I ~?","Listening"
"Must I ~?","300026","May I ~?","Listening"
"Will I ~?","300026","May I ~?","Listening"
"read ~","300027","look at ~","ChoicesJaEn"
"make ~","300027","look at ~","ChoicesJaEn"
"open ~","300027","look at ~","ChoicesJaEn"
"look up ~","300027","look at ~","Listening"
"write ~","300028","listen to ~","ChoicesJaEn"
"read ~","300028","listen to ~","ChoicesJaEn"
"look into ~","300028","listen to ~","Listening"
"lesson two","300028","listen to ~","Listening"
"listen again","300028","listen to ~","Listening"
"little tune","300028","listen to ~","Listening"
"We can ~.","300029","Let's ~.","ChoicesJaEn"
"We must ~.","300029","Let's ~.","ChoicesJaEn"
"We want to ~.","300029","Let's ~.","ChoicesJaEn"
"We will ~.","300029","Let's ~.","ChoicesJaEn"
"Let me ~.","300029","Let's ~.","Listening"
"We can ~.","300029","Let's ~.","Listening"
"We must ~.","300029","Let's ~.","Listening"
"Please ~.","300029","Let's ~.","Listening"
"Be careful.","300030","Just a moment.","ChoicesJaEn"
"Hurry up.","300030","Just a moment.","ChoicesJaEn"
"Sit down.","300030","Just a moment.","ChoicesJaEn"
"Come in.","300030","Just a moment.","ChoicesJaEn"
"Just a minute.","300030","Just a moment.","Listening"
"At the moment.","300030","Just a moment.","Listening"
"One more minute.","300030","Just a moment.","Listening"
"Wait a moment.","300030","Just a moment.","Listening"
"just a minute","300030","Just a moment.","Synonym"
"I have to ~.","300032","I'd like to ~.","ChoicesJaEn"
"I can ~.","300032","I'd like to ~.","ChoicesJaEn"
"I am going to ~.","300032","I'd like to ~.","ChoicesJaEn"
"I must not ~.","300032","I'd like to ~.","ChoicesJaEn"
"I'd love to ~.","300032","I'd like to ~.","Listening"
"I want to ~.","300032","I'd like to ~.","Listening"
"I need to ~.","300032","I'd like to ~.","Listening"
"I plan to ~.","300032","I'd like to ~.","Listening"
"I want to ~.","300032","I'd like to ~.","Synonym"
"ton","300033","tonight","Listening"
"tony","300033","tonight","Listening"
"this evening","300033","tonight","Synonym"
"this week","300034","next week","ChoicesJaEn"
"this week","300034","next week","Listening"
"next year","300034","next week","Listening"
"this year","300035","last year","ChoicesJaEn"
"next year","300035","last year","ChoicesJaEn"
"last month","300035","last year","ChoicesJaEn"
"this year","300035","last year","Listening"
"next year","300035","last year","Listening"
"last month","300035","last year","Listening"
"wash my face","300036","wash my hands","ChoicesJaEn"
"put on my clothes","300036","wash my hands","ChoicesJaEn"
"eat breakfast","300036","wash my hands","ChoicesJaEn"
"watch my bag","300036","wash my hands","Listening"
"wash the dish","300036","wash my hands","Listening"
"close my hands","300036","wash my hands","Listening"
"touch my hat","300036","wash my hands","Listening"
"this week","300037","last week","ChoicesJaEn"
"last month","300037","last week","ChoicesJaEn"
"this week","300037","last week","Listening"
"call ~","300038","wait for ~","ChoicesJaEn"
"find ~","300038","wait for ~","ChoicesJaEn"
"meet ~","300038","wait for ~","ChoicesJaEn"
"help ~","300038","wait for ~","ChoicesJaEn"
"walk with ~","300038","wait for ~","Listening"
"work for ~","300038","wait for ~","Listening"
"wake up ~","300038","wait for ~","Listening"
"open ~","300040","turn on ~","ChoicesJaEn"
"close ~","300040","turn on ~","ChoicesJaEn"
"move ~","300040","turn on ~","ChoicesJaEn"
"turn up ~","300040","turn on ~","Listening"
"turn back","300040","turn on ~","Listening"
"turn off","300040","turn on ~","Antonym"
"open ~","300041","turn off ~","ChoicesJaEn"
"close ~","300041","turn off ~","ChoicesJaEn"
"carry ~","300041","turn off ~","ChoicesJaEn"
"turn up ~","300041","turn off ~","Listening"
"turn back","300041","turn off ~","Listening"
"turn on","300041","turn off ~","Antonym"
"help ~","300042","talk to ~","ChoicesJaEn"
"call ~","300042","talk to ~","ChoicesJaEn"
"take two","300042","talk to ~","Listening"
"talk again","300042","talk to ~","Listening"
"speak to","300042","talk to ~","Synonym"
"wash ~","300043","take off ~","ChoicesJaEn"
"buy ~","300043","take off ~","ChoicesJaEn"
"fix ~","300043","take off ~","ChoicesJaEn"
"take out ~","300043","take off ~","Listening"
"make up ~","300043","take off ~","Listening"
"put on","300043","take off ~","Antonym"
"take a book","300044","take a walk","Listening"
"take a bus","300044","take a walk","Listening"
"eat breakfast","300045","take a shower","ChoicesJaEn"
"take a flower","300045","take a shower","Listening"
"take an hour","300045","take a shower","Listening"
"make a shower","300045","take a shower","Listening"
"take a tower","300045","take a shower","Listening"
"write a letter","300046","take a picture","ChoicesJaEn"
"read a book","300046","take a picture","ChoicesJaEn"
"take a pitcher","300046","take a picture","Listening"
"take a picnic","300046","take a picture","Listening"
"make a picture","300046","take a picture","Listening"
"take a ticket","300046","take a picture","Listening"
"wash my face","300047","take a bath","ChoicesJaEn"
"get dressed","300047","take a bath","ChoicesJaEn"
"take a bag","300047","take a bath","Listening"
"take a back","300047","take a bath","Listening"
"take a path","300047","take a bath","Listening"
"make a bath","300047","take a bath","Listening"
"swimming school","300048","swimming pool","Listening"
"summer pool","300048","swimming pool","Listening"
"swimming cap","300048","swimming pool","Listening"
"Of course.","300049","I see.","ChoicesJaEn"
"Maybe.","300049","I see.","ChoicesJaEn"
"Be careful.","300049","I see.","ChoicesJaEn"
"Good morning.","300049","I see.","ChoicesJaEn"
"I sit.","300049","I see.","Listening"
"I sing.","300049","I see.","Listening"
"I said.","300049","I see.","Listening"
"I think.","300049","I see.","Listening"
"I understand","300049","I see.","Synonym"
"wash ~","300050","put on ~","ChoicesJaEn"
"make ~","300050","put on ~","ChoicesJaEn"
"carry ~","300050","put on ~","ChoicesJaEn"
"put up ~","300050","put on ~","Listening"
"pull on ~","300050","put on ~","Listening"
"put out ~","300050","put on ~","Listening"
"take off","300050","put on ~","Antonym"
"put down ~","300051","pick up ~","ChoicesJaEn"
"carry ~","300051","pick up ~","ChoicesJaEn"
"show ~","300051","pick up ~","ChoicesJaEn"
"open ~","300051","pick up ~","ChoicesJaEn"
"kick up ~","300051","pick up ~","Listening"
"pick out ~","300051","pick up ~","Listening"
"put up ~","300051","pick up ~","Listening"
"wake up ~","300051","pick up ~","Listening"
"put down","300051","pick up ~","Antonym"
"must not","300052","must","ChoicesJaEn"
"want to","300052","must","ChoicesJaEn"
"have to","300052","must","Synonym"
"find ~","300053","look for ~","ChoicesJaEn"
"use ~","300053","look for ~","ChoicesJaEn"
"borrow ~","300053","look for ~","ChoicesJaEn"
"send ~","300053","look for ~","ChoicesJaEn"
"cook for ~","300053","look for ~","Listening"
"long for ~","300053","look for ~","Listening"
"book for ~","300053","look for ~","Listening"
"search for ~","300053","look for ~","Synonym"
"candle","300054","calendar","Listening"
"very well","300055","very much","Listening"
"very good","300055","very much","Listening"
"pretty much","300055","very much","Listening"
"so much","300055","very much","Listening"
"You too.","300056","Me too.","ChoicesJaEn"
"He does too.","300056","Me too.","ChoicesJaEn"
"She does too.","300056","Me too.","ChoicesJaEn"
"We do too.","300056","Me too.","ChoicesJaEn"
"You too.","300056","Me too.","Listening"
"We do.","300056","Me too.","Listening"
"Meet me.","300056","Me too.","Listening"
"Me first.","300056","Me too.","Listening"
"English class","300058","piano lesson","ChoicesJaEn"
"swimming practice","300058","piano lesson","ChoicesJaEn"
"piano room","300058","piano lesson","Listening"
"science lesson","300058","piano lesson","Listening"
"violin lesson","300058","piano lesson","Listening"
"reading lesson","300058","piano lesson","Listening"
"some ~","300059","a lot of ~","ChoicesJaEn"
"all ~","300059","a lot of ~","ChoicesJaEn"
"no ~","300059","a lot of ~","ChoicesJaEn"
"a little ~","300059","a lot of ~","Listening"
"a kind of ~","300059","a lot of ~","Listening"
"a bag of ~","300059","a lot of ~","Listening"
"lots of","300059","a lot of ~","Synonym"
"a letter","300060","a little","Listening"
"a bit","300060","a little","Synonym"
"a lot","300060","a little","Antonym"
"have a fever","300061","have a cold","ChoicesJaEn"
"have a headache","300061","have a cold","ChoicesJaEn"
"feel fine","300061","have a cold","ChoicesJaEn"
"be hungry","300061","have a cold","ChoicesJaEn"
"have a coat","300061","have a cold","Listening"
"have a card","300061","have a cold","Listening"
"have a call","300061","have a cold","Listening"
"have a cup","300061","have a cold","Listening"
"yesterday morning","300062","this morning","ChoicesJaEn"
"tomorrow morning","300062","this morning","ChoicesJaEn"
"this afternoon","300062","this morning","ChoicesJaEn"
"this evening","300062","this morning","Listening"
"this Monday","300062","this morning","Listening"
"that morning","300062","this morning","Listening"
"this month","300062","this morning","Listening"
"play in the park","300063","go to school","ChoicesJaEn"
"eat breakfast","300063","go to school","ChoicesJaEn"
"study English","300063","go to school","ChoicesJaEn"
"go to the pool","300063","go to school","Listening"
"go to the store","300063","go to school","Listening"
"go to work","300063","go to school","Listening"
"middle school","300064","elementary school","Listening"
"music room","300064","elementary school","Listening"
"summer school","300064","elementary school","Listening"
"school bus","300064","elementary school","Listening"
"primary school","300064","elementary school","Synonym"
"leave ~","300065","get to ~","ChoicesJaEn"
"pass ~","300065","get to ~","ChoicesJaEn"
"find ~","300065","get to ~","ChoicesJaEn"
"visit ~","300065","get to ~","ChoicesJaEn"
"went to ~","300065","get to ~","Listening"
"arrive at","300065","get to ~","Synonym"
"get out","300066","get on ~","Listening"
"go on","300066","get on ~","Listening"
"get off","300066","get on ~","Antonym"
"get out","300067","get off ~","Listening"
"cut off ~","300067","get off ~","Listening"
"get on","300067","get off ~","Antonym"
"do housework","300068","do homework","Listening"
"do morning work","300068","do homework","Listening"
"do hard work","300068","do homework","Listening"
"do home cooking","300068","do homework","Listening"
"open","300069","clean up","ChoicesJaEn"
"clear up","300069","clean up","Listening"
"green up","300069","clean up","Listening"
"climb up","300069","clean up","Listening"
"line up","300069","clean up","Listening"
"tidy up","300069","clean up","Synonym"
"mess up","300069","clean up","Antonym"
"make breakfast","300070","clean my room","ChoicesJaEn"
"walk to school","300070","clean my room","ChoicesJaEn"
"watch TV","300070","clean my room","ChoicesJaEn"
"do my homework","300070","clean my room","ChoicesJaEn"
"close my room","300070","clean my room","Listening"
"clean the room","300070","clean my room","Listening"
"read my book","300070","clean my room","Listening"
"wash my face","300070","clean my room","Listening"
"wash my face","300071","brush my teeth","ChoicesJaEn"
"comb my hair","300071","brush my teeth","ChoicesJaEn"
"get dressed","300071","brush my teeth","ChoicesJaEn"
"brush my hair","300071","brush my teeth","Listening"
"wash my teeth","300071","brush my teeth","Listening"
"brush your teeth","300071","brush my teeth","Listening"
"brush my face","300071","brush my teeth","Listening"
"supplied","300072","surprised","Listening"
"amazed","300072","surprised","Synonym"
"before","300073","because","Listening"
"began","300073","because","Listening"
"between","300073","because","Listening"
"Where is ~?","300074","How old is ~?","ChoicesJaEn"
"Whose is ~?","300074","How old is ~?","ChoicesJaEn"
"How tall is ~?","300074","How old is ~?","Listening"
"How large is ~?","300074","How old is ~?","Listening"
"I like ~.","300077","How about ~?","ChoicesJaEn"
"I must ~.","300077","How about ~?","ChoicesJaEn"
"I was ~.","300077","How about ~?","ChoicesJaEn"
"Can you ~?","300077","How about ~?","ChoicesJaEn"
"What about ~?","300077","How about ~?","Listening"
"What about ~?","300077","How about ~?","Synonym"
"cop","300079","police officer","Synonym"
"violet","300080","pilot","Listening"
"well-known","300081","famous","Synonym"
"painter","300082","chef","ChoicesJaEn"
"old school","300083","high school","Listening"
"my school","300083","high school","Listening"
"night school","300083","high school","Listening"
"technical school","300084","college","ChoicesJaEn"
"cottage","300084","college","Listening"
"no one","300085","everyone","ChoicesJaEn"
"we","300085","everyone","ChoicesJaEn"
"everybody","300085","everyone","Synonym"
"Must I ~?","300086","Can I ~?","ChoicesJaEn"
"I can ~.","300086","Can I ~?","ChoicesJaEn"
"I want to ~.","300086","Can I ~?","ChoicesJaEn"
"I will ~.","300086","Can I ~?","ChoicesJaEn"
"Can we ~?","300086","Can I ~?","Listening"
