"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
200329	2	remember	覚えている	to keep something in your mind	I remember her name.	私は彼女の名前を覚えています。	verb	3	4	""[""""覚えている"""",""""忘れる"""",""""尋ねる"""",""""答える"""",""""習う""""]""	""[""""remember"""",""""forget"""",""""ask"""",""""answer"""",""""learn""""]""	""[""""remember"""",""""remove"""",""""report"""",""""return"""",""""remain""""]""	[]	""[{""""word"""":""""forget"""",""""note"""":""""覚えていない""""}]"""
200330	2	fridge	冷蔵庫	a machine that keeps food cold	The milk is in the fridge.	牛乳は冷蔵庫の中にあります。	noun	2	3	""[""""冷蔵庫"""",""""電子レンジ"""",""""机"""",""""いす"""",""""かばん""""]""	""[""""fridge"""",""""microwave"""",""""desk"""",""""chair"""",""""bag""""]""	""[""""fridge"""",""""bridge"""",""""fresh"""",""""friend"""",""""French""""]""	""[{""""word"""":""""refrigerator"""",""""note"""":""""より正式な言い方""""}]""	[]"
200331	2	understand	理解する	to know the meaning of something	I understand this question.	私はこの質問がわかります。	verb	3	4	""[""""理解する"""",""""忘れる"""",""""答える"""",""""尋ねる"""",""""説明する""""]""	""[""""understand"""",""""forget"""",""""answer"""",""""ask"""",""""explain""""]""	""[""""understand"""",""""under"""",""""wonder"""",""""stand"""",""""summer""""]""	[]	""[{""""word"""":""""misunderstand"""",""""note"""":""""意味をまちがえて受け取る""""}]"""
200332	2	ship	船	a large boat that carries people or things	The ship is very big.	その船はとても大きいです。	noun	2	3	""[""""船"""",""""飛行機"""",""""電車"""",""""バス"""",""""自転車""""]""	""[""""ship"""",""""plane"""",""""train"""",""""bus"""",""""bike""""]""	""[""""ship"""",""""sheep"""",""""shop"""",""""chip"""",""""shape""""]""	""[{""""word"""":""""boat"""",""""note"""":""""ship より小さいことが多い""""}]""	[]"
200333	2	sofa	ソファ	a soft seat for two or more people	The cat is sleeping on the sofa.	そのねこはソファで寝ています。	noun	1	3	""[""""ソファ"""",""""いす"""",""""つくえ"""",""""ベッド"""",""""たな""""]""	""[""""sofa"""",""""chair"""",""""desk"""",""""bed"""",""""shelf""""]""	""[""""sofa"""",""""soda"""",""""solar"""",""""softer"""",""""supper""""]""	""[{""""word"""":""""couch"""",""""note"""":""""主に米語でよく使う""""}]""	[]"
200334	2	mug	マグカップ	a large cup for hot drinks	This mug is full of tea.	このマグカップはお茶でいっぱいです。	noun	2	2	""[""""マグカップ"""",""""コップ"""",""""皿"""",""""びん"""",""""やかん""""]""	""[""""mug"""",""""cup"""",""""plate"""",""""bottle"""",""""kettle""""]""	""[""""mug"""",""""bug"""",""""mud"""",""""map"""",""""milk""""]""	[]	[]"
200335	2	watermelon	すいか	a large green fruit with red inside	We ate watermelon after lunch.	私たちは昼食のあとですいかを食べました。	noun	2	2	""[""""すいか"""",""""りんご"""",""""ぶどう"""",""""もも"""",""""いちご""""]""	""[""""watermelon"""",""""apple"""",""""grape"""",""""peach"""",""""strawberry""""]""	""[""""watermelon"""",""""water"""",""""winter"""",""""woman"""",""""melon""""]""	[]	[]"
200336	2	poster	ポスター	a large printed picture or notice	There is a poster on the wall.	壁にポスターがあります。	noun	2	3	""[""""ポスター"""",""""写真"""",""""地図"""",""""看板"""",""""手紙""""]""	""[""""poster"""",""""photo"""",""""map"""",""""sign"""",""""letter""""]""	""[""""poster"""",""""sister"""",""""doctor"""",""""soccer"""",""""winter""""]""	[]	[]"
200337	2	tuna	マグロ	a large fish used for food	I ate a tuna sandwich for lunch.	昼食にツナサンドを食べました。	noun	2	3	""[""""マグロ"""",""""サケ"""",""""エビ"""",""""カニ"""",""""タコ""""]""	""[""""tuna"""",""""salmon"""",""""shrimp"""",""""crab"""",""""octopus""""]""	""[""""tuna"""",""""student"""",""""music"""",""""Tuesday"""",""""ruler""""]""	[]	[]"
200338	2	mall	ショッピングモール	a large building with many stores	We went to the mall after school.	私たちは放課後にショッピングモールへ行きました。	noun	2	3	""[""""ショッピングモール"""",""""駅"""",""""図書館"""",""""公園"""",""""病院""""]""	""[""""mall"""",""""station"""",""""library"""",""""park"""",""""hospital""""]""	""[""""mall"""",""""ball"""",""""wall"""",""""mark"""",""""map""""]""	[]	[]"
200339	2	building	建物	a thing with walls and a roof	That building is very tall.	あの建物はとても高いです。	noun	2	3	""[""""建物"""",""""公園"""",""""道路"""",""""橋"""",""""駅""""]""	""[""""building"""",""""park"""",""""road"""",""""bridge"""",""""station""""]""	""[""""building"""",""""billion"""",""""boiling"""",""""builder"""",""""holding""""]""	[]	[]"
200340	2	captain	キャプテン	the leader of a team or ship	He is the captain of our team.	彼は私たちのチームのキャプテンです。	noun	2	2	""[""""キャプテン"""",""""選手"""",""""先生"""",""""医者"""",""""運転手""""]""	""[""""captain"""",""""player"""",""""teacher"""",""""doctor"""",""""driver""""]""	""[""""captain"""",""""cap"""",""""campus"""",""""camel"""",""""cabin""""]""	""[{""""word"""":""""leader"""",""""note"""":""""より広い意味での「リーダー」""""}]""	[]"
200341	2	go out	外出する	to leave home or a place	I often go out after lunch.	私は昼食のあとによく外出します。	verb	2	3	""[""""外出する"""",""""帰る"""",""""座る"""",""""待つ"""",""""起きる""""]""	""[""""go out"""",""""return"""",""""sit"""",""""wait"""",""""wake""""]""	""[""""go out"""",""""go on"""",""""get out"""",""""come out"""",""""grow up""""]""	[]	""[{""""word"""":""""stay home"""",""""note"""":""""家にいる""""}]"""
200342	2	side	側	the left or right part of something	Stand by my side.	私の側に立って。	noun	2	3	""[""""側"""",""""中央"""",""""上"""",""""下"""",""""前""""]""	""[""""side"""",""""middle"""",""""top"""",""""bottom"""",""""front""""]""	""[""""side"""",""""size"""",""""sign"""",""""site"""",""""sad""""]""	[]	[]"
200343	2	meter	メートル	a unit for measuring length	The rope is two meters long.	そのロープは2メートルの長さです。	noun	2	2	""[""""メートル"""",""""キログラム"""",""""リットル"""",""""センチ"""",""""キロメートル""""]""	""[""""meter"""",""""kilogram"""",""""liter"""",""""centimeter"""",""""kilometer""""]""	""[""""meter"""",""""meat"""",""""meeting"""",""""motor"""",""""matter""""]""	[]	[]"
200344	2	art lesson	図工の授業	a class where students draw or make things	We have an art lesson today.	今日は図工の授業があります。	noun	2	2	""[""""図工の授業"""",""""音楽の授業"""",""""英語の授業"""",""""理科の授業"""",""""体育の授業""""]""	""[""""art lesson"""",""""music lesson"""",""""English lesson"""",""""science lesson"""",""""P.E. lesson""""]""	""[""""art lesson"""",""""our lesson"""",""""math lesson"""",""""art season"""",""""art teacher""""]""	[]	[]"
200345	2	drop	落とす	to let something fall by mistake	Be careful not to drop the glass.	コップを落とさないように気をつけて。	verb	2	3	""[""""落とす"""",""""拾う"""",""""運ぶ"""",""""洗う"""",""""開ける""""]""	""[""""drop"""",""""pick"""",""""carry"""",""""wash"""",""""open""""]""	""[""""drop"""",""""drum"""",""""dress"""",""""clock"""",""""trip""""]""	[]	[]"
200346	2	supper	夕食	the evening meal	We had fish for supper.	私たちは夕食に魚を食べました。	noun	2	2	""[""""夕食"""",""""朝食"""",""""昼食"""",""""おやつ"""",""""飲み物""""]""	""[""""supper"""",""""breakfast"""",""""lunch"""",""""snack"""",""""drink""""]""	""[""""supper"""",""""summer"""",""""singer"""",""""soccer"""",""""sister""""]""	""[{""""word"""":""""dinner"""",""""note"""":""""夕食の意味で使うことがある""""}]""	[]"
200347	2	snack	軽食	a small amount of food eaten between meals	I ate a snack after school.	私は放課後に軽食を食べました。	noun	2	3	""[""""軽食"""",""""夕食"""",""""朝食"""",""""昼食"""",""""飲み物""""]""	""[""""snack"""",""""supper"""",""""breakfast"""",""""lunch"""",""""drink""""]""	""[""""snack"""",""""snake"""",""""smack"""",""""stack"""",""""snap""""]""	[]	[]"
200348	2	moonlight	月明かり	light from the moon	We walked home in the moonlight.	私たちは月明かりの中を歩いて家に帰りました。	noun	2	2	""[""""月明かり"""",""""日光"""",""""星"""",""""雲"""",""""空""""]""	""[""""moonlight"""",""""sunshine"""",""""starlight"""",""""shadow"""",""""rainbow""""]""	""[""""moonlight"""",""""sunlight"""",""""midnight"""",""""moon"""",""""goodnight""""]""	[]	[]"
200349	2	sunshine	日光	light from the sun	The room is full of sunshine.	その部屋は日光でいっぱいです。	noun	2	3	""[""""日光"""",""""月明かり"""",""""雨"""",""""風"""",""""雪""""]""	""[""""sunshine"""",""""moonlight"""",""""rain"""",""""wind"""",""""snow""""]""	""[""""sunshine"""",""""sunlight"""",""""sunny"""",""""sunset"""",""""sun""""]""	""[{""""word"""":""""sunlight"""",""""note"""":""""ほぼ同じ意味で使える""""}]""	[]"
200350	2	lamp	ランプ	a light you can put on a table or desk	There is a lamp on the desk.	机の上にランプがあります。	noun	1	3	""[""""ランプ"""",""""いす"""",""""机"""",""""時計"""",""""かばん""""]""	""[""""lamp"""",""""chair"""",""""desk"""",""""clock"""",""""bag""""]""	""[""""lamp"""",""""ramp"""",""""map"""",""""camp"""",""""land""""]""	""[{""""word"""":""""light"""",""""note"""":""""広い意味ではlightも使う""""}]""	[]"
200351	2	row	列	a line of people or things	We sat in the front row.	私たちは前の列に座りました。	noun	2	3	""[""""列"""",""""線"""",""""面"""",""""角"""",""""組""""]""	""[""""row"""",""""line"""",""""seat"""",""""group"""",""""pair""""]""	""[""""row"""",""""road"""",""""rope"""",""""low"""",""""rain""""]""	""[{""""word"""":""""line"""",""""note"""":""""人や物が並んだ列""""}]""	[]"
200352	2	sauce	ソース	a liquid put on food for flavor	I put sauce on my hamburger.	私はハンバーガーにソースをかけました。	noun	2	3	""[""""ソース"""",""""スープ"""",""""サラダ"""",""""パン"""",""""チーズ""""]""	""[""""sauce"""",""""soup"""",""""salad"""",""""bread"""",""""cheese""""]""	""[""""sauce"""",""""source"""",""""salt"""",""""song"""",""""sock""""]""	[]	[]"
200353	2	concert	コンサート	a live music show	We went to a concert last night.	私たちは昨夜コンサートに行きました。	noun	2	3	""[""""コンサート"""",""""試合"""",""""映画"""",""""祭り"""",""""展示会""""]""	""[""""concert"""",""""game"""",""""movie"""",""""festival"""",""""show""""]""	""[""""concert"""",""""contest"""",""""corner"""",""""contact"""",""""collect""""]""	""[{""""word"""":""""show"""",""""note"""":""""より広い意味の催し""""}]""	[]"
200354	2	stay	滞在する	to remain in a place for some time	We will stay at a hotel tonight.	私たちは今夜ホテルに滞在します。	verb	2	4	""[""""滞在する"""",""""出発する"""",""""訪れる"""",""""集まる"""",""""案内する""""]""	""[""""stay"""",""""leave"""",""""visit"""",""""gather"""",""""guide""""]""	""[""""stay"""",""""state"""",""""star"""",""""stair"""",""""stage""""]""	""[{""""word"""":""""remain"""",""""note"""":""""ややかたい語""""}]""	""[{""""word"""":""""leave"""",""""note"""":""""その場を去る""""}]"""
200355	2	homestay	ホームステイ	a stay with a local family in their home	She enjoyed her homestay in Canada.	彼女はカナダでのホームステイを楽しみました。	noun	3	2	""[""""ホームステイ"""",""""留学"""",""""旅行"""",""""休暇"""",""""引っこし""""]""	""[""""homestay"""",""""study"""",""""travel"""",""""vacation"""",""""move""""]""	""[""""homestay"""",""""holiday"""",""""homework"""",""""hotel"""",""""Monday""""]""	[]	[]"
200356	2	plant	植物	a living thing that grows in the ground	This plant needs a lot of water.	この植物はたくさんの水を必要とします。	noun	2	4	""[""""植物"""",""""動物"""",""""花"""",""""木"""",""""草""""]""	""[""""plant"""",""""animal"""",""""flower"""",""""tree"""",""""grass""""]""	""[""""plant"""",""""plan"""",""""plate"""",""""planet"""",""""plain""""]""	[]	[]"
200357	2	noodle	めん	a long thin piece of food made from flour	I like noodle soup.	私はめんのスープが好きです。	noun	2	2	""[""""めん"""",""""ごはん"""",""""パン"""",""""スープ"""",""""サラダ""""]""	""[""""noodle"""",""""rice"""",""""bread"""",""""soup"""",""""salad""""]""	""[""""noodle"""",""""needle"""",""""middle"""",""""google"""",""""table""""]""	[]	[]"
200358	2	giraffe	キリン	a tall animal with a very long neck	The giraffe is very tall.	そのキリンはとても背が高いです。	noun	2	2	""[""""キリン"""",""""ゾウ"""",""""ライオン"""",""""サル"""",""""ウマ""""]""	""[""""giraffe"""",""""elephant"""",""""lion"""",""""monkey"""",""""horse""""]""	""[""""giraffe"""",""""guitar"""",""""gift"""",""""glass"""",""""girl""""]""	[]	[]"
200359	2	bench	ベンチ	a long seat for two or more people	We sat on the bench.	私たちはベンチに座りました。	noun	2	2	""[""""ベンチ"""",""""いす"""",""""つくえ"""",""""テーブル"""",""""たな""""]""	""[""""bench"""",""""chair"""",""""desk"""",""""table"""",""""shelf""""]""	""[""""bench"""",""""belt"""",""""best"""",""""beach"""",""""branch""""]""	[]	[]"
200360	2	line	列	a row of people or things	We stood in a line at the bus stop.	私たちはバス停で列に並びました。	noun	2	3	""[""""列"""",""""円"""",""""角"""",""""面"""",""""点""""]""	""[""""line"""",""""circle"""",""""corner"""",""""side"""",""""point""""]""	""[""""line"""",""""light"""",""""lion"""",""""lime"""",""""nine""""]""	""[{""""word"""":""""row"""",""""note"""":""""人や物が並んだ列""""}]""	[]"
200361	2	hiking	ハイキング	walking in the mountains or countryside for fun	We are going hiking this Sunday.	私たちは今度の日曜日にハイキングに行きます。	noun	2	2	""[""""ハイキング"""",""""水泳"""",""""買い物"""",""""読書"""",""""料理""""]""	""[""""hiking"""",""""swimming"""",""""shopping"""",""""reading"""",""""cooking""""]""	""[""""hiking"""",""""liking"""",""""biking"""",""""hiding"""",""""king""""]""	[]	[]"
200362	2	take care of	世話をする	to look after someone or something	She takes care of her little brother.	彼女は弟の世話をします。	verb	3	3	""[""""世話をする"""",""""見つける"""",""""呼び出す"""",""""持ち上げる"""",""""連れて行く""""]""	""[""""take care of"""",""""find"""",""""call"""",""""lift"""",""""take""""]""	""[""""take care of"""",""""take off"""",""""take out"""",""""take home"""",""""take part""""]""	""[{""""word"""":""""look after"""",""""note"""":""""ほぼ同じ意味""""}]""	[]"
200363	2	care	世話	help and attention for someone or something	She takes care of her baby.	彼女は赤ちゃんの世話をします。	noun	2	4	""[""""世話"""",""""景色"""",""""点検"""",""""質問"""",""""約束""""]""	""[""""care"""",""""view"""",""""check"""",""""question"""",""""promise""""]""	""[""""care"""",""""chair"""",""""cake"""",""""card"""",""""call""""]""	[]	[]"
200364	2	view	景色	what you can see from a place	The view from the mountain was beautiful.	山からの景色は美しかったです。	noun	2	3	""[""""景色"""",""""世話"""",""""点検"""",""""計画"""",""""答え""""]""	""[""""view"""",""""care"""",""""check"""",""""plan"""",""""answer""""]""	""[""""view"""",""""few"""",""""voice"""",""""vine"""",""""fuel""""]""	""[{""""word"""":""""scene"""",""""note"""":""""scene は場面の意味でも使う""""}]""	[]"
200365	2	check	点検	a careful look to make sure something is right	Please do a check of your bag.	あなたのかばんを点検してください。	noun	2	4	""[""""点検"""",""""景色"""",""""世話"""",""""地図"""",""""宿題""""]""	""[""""check"""",""""view"""",""""care"""",""""map"""",""""homework""""]""	""[""""check"""",""""chair"""",""""cheap"""",""""chest"""",""""kick""""]""	[]	[]"
200366	2	forget	忘れる	to not remember something	Don't forget your homework.	宿題を忘れないで。	verb	2	3	""[""""忘れる"""",""""覚える"""",""""持ってくる"""",""""見つける"""",""""待つ""""]""	""[""""forget"""",""""remember"""",""""bring"""",""""find"""",""""wait""""]""	""[""""forget"""",""""forest"""",""""ticket"""",""""target"""",""""pocket""""]""	[]	""[{""""word"""":""""remember"""",""""note"""":""""反対に、覚えている""""}]"""
200367	2	dear	親愛なる	used to begin a letter to someone you like or respect	Dear Tom, how are you?	親愛なるトムへ、お元気ですか。	adjective	2	2	""[""""親愛なる"""",""""有名な"""",""""静かな"""",""""元気な"""",""""正直な""""]""	""[""""dear"""",""""famous"""",""""quiet"""",""""healthy"""",""""honest""""]""	""[""""dear"""",""""near"""",""""clear"""",""""chair"""",""""year""""]""	[]	[]"
200368	2	heater	暖房器具	a machine that makes a room warm	The heater is in the living room.	暖房器具は居間にあります。	noun	2	2	""[""""暖房器具"""",""""冷蔵庫"""",""""電子レンジ"""",""""洗濯機"""",""""扇風機""""]""	""[""""heater"""",""""fridge"""",""""microwave"""",""""washer"""",""""fan""""]""	""[""""heater"""",""""meter"""",""""leader"""",""""later"""",""""eater""""]""	[]	[]"
200369	2	send	送る	to make something go to a person or place	I will send this letter today.	私は今日この手紙を送ります。	verb	2	4	""[""""送る"""",""""受け取る"""",""""見せる"""",""""作る"""",""""開ける""""]""	""[""""send"""",""""receive"""",""""show"""",""""make"""",""""open""""]""	""[""""send"""",""""sand"""",""""said"""",""""sent"""",""""sick""""]""	[]	[]"
200370	2	post	郵便で送る	to send a letter or package by mail	She will post the card tomorrow.	彼女は明日そのカードを郵便で送ります。	verb	3	3	""[""""郵便で送る"""",""""受け取る"""",""""借りる"""",""""運ぶ"""",""""集める""""]""	""[""""post"""",""""receive"""",""""borrow"""",""""carry"""",""""collect""""]""	""[""""post"""",""""most"""",""""host"""",""""coat"""",""""pot""""]""	""[{""""word"""":""""mail"""",""""note"""":""""主に米語で使う""""}]""	[]"
200371	2	decide	決める	to choose after thinking	We must decide soon.	私たちはすぐに決めなければなりません。	verb	3	4	""[""""決める"""",""""忘れる"""",""""続ける"""",""""変える"""",""""比べる""""]""	""[""""decide"""",""""forget"""",""""continue"""",""""change"""",""""compare""""]""	""[""""decide"""",""""design"""",""""describe"""",""""deny"""",""""divide""""]""	[]	[]"
200372	2	copy	写す	to make the same thing again	Please copy this picture.	この絵を写してください。	verb	2	3	""[""""写す"""",""""切る"""",""""開ける"""",""""運ぶ"""",""""洗う""""]""	""[""""copy"""",""""cut"""",""""open"""",""""carry"""",""""wash""""]""	""[""""copy"""",""""coffee"""",""""puppy"""",""""happy"""",""""candy""""]""	[]	[]"
200373	2	funny	おかしい	making you laugh	That story is funny.	その話はおかしいです。	adjective	2	3	""[""""おかしい"""",""""かなしい"""",""""やさしい"""",""""うれしい"""",""""こわい""""]""	""[""""funny"""",""""sad"""",""""kind"""",""""glad"""",""""scary""""]""	""[""""funny"""",""""sunny"""",""""honey"""",""""happy"""",""""many""""]""	[]	[]"
200374	2	food	食べ物	things that people eat	We need food for dinner.	私たちは夕食に食べ物が必要です。	noun	1	5	""[""""食べ物"""",""""飲み物"""",""""果物"""",""""野菜"""",""""朝食""""]""	""[""""food"""",""""drink"""",""""fruit"""",""""vegetable"""",""""breakfast""""]""	""[""""food"""",""""foot"""",""""good"""",""""book"""",""""wood""""]""	[]	[]"
200375	2	fruit	くだもの	sweet food that grows on trees or plants	I eat fruit every morning.	私は毎朝くだものを食べます。	noun	2	3	""[""""くだもの"""",""""やさい"""",""""のみもの"""",""""おかし"""",""""パン""""]""	""[""""fruit"""",""""vegetable"""",""""drink"""",""""candy"""",""""bread""""]""	""[""""fruit"""",""""front"""",""""frog"""",""""free"""",""""flat""""]""	[]	[]"
200376	2	people	人々	men, women, and children	Many people are in the park.	たくさんの人々が公園にいます。	noun	2	5	""[""""人々"""",""""子どもたち"""",""""先生たち"""",""""家族"""",""""友だち""""]""	""[""""people"""",""""children"""",""""teachers"""",""""family"""",""""friends""""]""	""[""""people"""",""""purple"""",""""pencil"""",""""paper"""",""""table""""]""	[]	[]"
200377	2	husband	夫	a married man	Her husband is a doctor.	彼女の夫は医者です。	noun	3	3	""[""""夫"""",""""妻"""",""""父"""",""""息子"""",""""おじ""""]""	""[""""husband"""",""""wife"""",""""father"""",""""son"""",""""uncle""""]""	""[""""husband"""",""""house"""",""""hand"""",""""happy"""",""""hundred""""]""	[]	[]"
200378	2	wife	妻	a married woman	His wife is kind.	彼の妻は親切です。	noun	2	3	""[""""妻"""",""""夫"""",""""母"""",""""娘"""",""""姉妹""""]""	""[""""wife"""",""""husband"""",""""mother"""",""""daughter"""",""""sister""""]""	""[""""wife"""",""""life"""",""""white"""",""""wide"""",""""wine""""]""	[]	[]"
200379	2	picnic	ピクニック	a meal eaten outside for fun	We had a picnic in the park.	私たちは公園でピクニックをしました。	noun	2	2	""[""""ピクニック"""",""""遠足"""",""""散歩"""",""""旅行"""",""""買い物""""]""	""[""""picnic"""",""""trip"""",""""walk"""",""""travel"""",""""shopping""""]""	""[""""picnic"""",""""picture"""",""""ticket"""",""""pick"""",""""pink""""]""	[]	[]"
200380	2	chicken	鶏肉	meat from a chicken	We had chicken for dinner.	私たちは夕食に鶏肉を食べました。	noun	2	4	""[""""鶏肉"""",""""牛肉"""",""""豚肉"""",""""魚"""",""""卵""""]""	""[""""chicken"""",""""beef"""",""""pork"""",""""fish"""",""""egg""""]""	""[""""chicken"""",""""kitchen"""",""""cheese"""",""""children"""",""""ticket""""]""	[]	[]"
200381	2	beef	牛肉	meat from a cow	We had beef for dinner.	私たちは夕食に牛肉を食べました。	noun	2	3	""[""""牛肉"""",""""豚肉"""",""""鶏肉"""",""""魚"""",""""卵""""]""	""[""""beef"""",""""pork"""",""""chicken"""",""""fish"""",""""egg""""]""	""[""""beef"""",""""leaf"""",""""bean"""",""""beach"""",""""deep""""]""	[]	[]"
200382	2	pork	豚肉	meat from a pig	I ate pork for lunch.	私は昼食に豚肉を食べました。	noun	2	3	""[""""豚肉"""",""""牛肉"""",""""鶏肉"""",""""魚"""",""""卵""""]""	""[""""pork"""",""""beef"""",""""chicken"""",""""fish"""",""""egg""""]""	""[""""pork"""",""""park"""",""""fork"""",""""port"""",""""sock""""]""	[]	[]"
200383	2	sausage	ソーセージ	a food made from meat	She ate a sausage this morning.	彼女は今朝ソーセージを1本食べました。	noun	2	2	""[""""ソーセージ"""",""""ハム"""",""""ベーコン"""",""""肉"""",""""魚""""]""	""[""""sausage"""",""""ham"""",""""bacon"""",""""meat"""",""""fish""""]""	""[""""sausage"""",""""sandwich"""",""""singer"""",""""message"""",""""village""""]""	[]	[]"
200384	2	teammate	チームメート	a person on the same team as you	My teammate is very fast.	私のチームメートはとても足が速いです。	noun	2	2	""[""""チームメート"""",""""相手"""",""""監督"""",""""選手"""",""""友だち""""]""	""[""""teammate"""",""""player"""",""""coach"""",""""friend"""",""""captain""""]""	""[""""teammate"""",""""teamwork"""",""""teacher"""",""""ticket"""",""""teacup""""]""	""[{""""word"""":""""partner"""",""""note"""":""""いっしょに活動する相手""""}]""	[]"
200385	2	coin	硬貨	a small piece of money made of metal	I found a coin on the road.	私は道で硬貨を見つけました。	noun	2	3	""[""""硬貨"""",""""紙幣"""",""""財布"""",""""お金"""",""""切手""""]""	""[""""coin"""",""""bill"""",""""wallet"""",""""money"""",""""stamp""""]""	""[""""coin"""",""""corn"""",""""coat"""",""""join"""",""""kind""""]""	[]	[]"
200386	2	zipper	ファスナー	a thing that opens and closes clothes or bags	Please close the zipper on your bag.	あなたのかばんのファスナーを閉めてください。	noun	2	2	""[""""ファスナー"""",""""ボタン"""",""""ひも"""",""""ポケット"""",""""取っ手""""]""	""[""""zipper"""",""""button"""",""""string"""",""""pocket"""",""""handle""""]""	""[""""zipper"""",""""singer"""",""""dinner"""",""""silver"""",""""zebra""""]""	[]	[]"
200387	2	bell	ベル	a thing that makes a ringing sound	I heard the bell at school.	学校でベルの音を聞きました。	noun	2	3	""[""""ベル"""",""""時計"""",""""窓"""",""""かばん"""",""""いす""""]""	""[""""bell"""",""""clock"""",""""window"""",""""bag"""",""""chair""""]""	""[""""bell"""",""""bed"""",""""best"""",""""ball"""",""""bill""""]""	[]	[]"
200388	2	center	中心	the middle point of something	The tree is in the center of the park.	その木は公園の中心にあります。	noun	2	3	""[""""中心"""",""""端"""",""""角"""",""""表面"""",""""底""""]""	""[""""center"""",""""edge"""",""""corner"""",""""surface"""",""""bottom""""]""	""[""""center"""",""""sender"""",""""winter"""",""""sister"""",""""enter""""]""	""[{""""word"""":""""middle"""",""""note"""":""""ふつう『真ん中』の意味で使う""""}]""	[]"
200389	2	smartphone	スマートフォン	a mobile phone with many functions	She uses a smartphone every day.	彼女は毎日スマートフォンを使います。	noun	2	4	""[""""スマートフォン"""",""""タブレット"""",""""電話"""",""""カメラ"""",""""テレビ""""]""	""[""""smartphone"""",""""tablet"""",""""phone"""",""""camera"""",""""television""""]""	""[""""smartphone"""",""""small phone"""",""""speakerphone"""",""""headphone"""",""""microphone""""]""	""[{""""word"""":""""cellphone"""",""""note"""":""""より広い意味の『携帯電話』""""}]""	[]"
200390	2	cash	現金	money in coins or bills	I paid in cash.	私は現金で払いました。	noun	2	3	""[""""現金"""",""""小切手"""",""""硬貨"""",""""紙幣"""",""""財布""""]""	""[""""cash"""",""""check"""",""""coin"""",""""bill"""",""""wallet""""]""	""[""""cash"""",""""case"""",""""cap"""",""""cat"""",""""catch""""]""	""[{""""word"""":""""money"""",""""note"""":""""より広い意味のお金""""}]""	[]"
200391	2	bank	銀行	a place where people keep money	My mother went to the bank.	母は銀行へ行きました。	noun	2	4	""[""""銀行"""",""""郵便局"""",""""図書館"""",""""駅"""",""""病院""""]""	""[""""bank"""",""""post office"""",""""library"""",""""station"""",""""hospital""""]""	""[""""bank"""",""""back"""",""""bag"""",""""thank"""",""""tank""""]""	[]	[]"
200392	2	dollar	ドル	a unit of money used in some countries	This bag is ten dollars.	このかばんは10ドルです。	noun	2	3	""[""""ドル"""",""""円"""",""""ユーロ"""",""""ポンド"""",""""セント""""]""	""[""""dollar"""",""""yen"""",""""euro"""",""""pound"""",""""cent""""]""	""[""""dollar"""",""""collar"""",""""color"""",""""doctor"""",""""door""""]""	[]	[]"
200393	2	older	より年上の	more advanced in age	My sister is older than I am.	私の姉は私より年上です。	adjective	2	4	""[""""より年上の"""",""""より若い"""",""""より大きい"""",""""より小さい"""",""""より速い""""]""	""[""""older"""",""""younger"""",""""bigger"""",""""smaller"""",""""faster""""]""	""[""""older"""",""""order"""",""""under"""",""""owner"""",""""other""""]""	""[{""""word"""":""""elder"""",""""note"""":""""ややかたい語""""}]""	""[{""""word"""":""""younger"""",""""note"""":""""年齢がより下""""}]"""
200394	2	brother	兄弟	a boy or man in your family	My brother plays soccer after school.	私の兄弟は放課後にサッカーをします。	noun	1	5	""[""""兄弟"""",""""姉妹"""",""""父"""",""""母"""",""""いとこ""""]""	""[""""brother"""",""""sister"""",""""father"""",""""mother"""",""""cousin""""]""	""[""""brother"""",""""mother"""",""""another"""",""""brown"""",""""bother""""]""	[]	[]"
200395	2	car	車	a road vehicle with four wheels	My father has a new car.	私の父は新しい車を持っています。	noun	1	5	""[""""車"""",""""自転車"""",""""電車"""",""""バス"""",""""船""""]""	""[""""car"""",""""bike"""",""""train"""",""""bus"""",""""boat""""]""	""[""""car"""",""""card"""",""""cart"""",""""cap"""",""""cup""""]""	""[{""""word"""":""""automobile"""",""""note"""":""""ややかたい語""""}]""	[]"
200396	2	day	日	a period of 24 hours	I play soccer every day.	私は毎日サッカーをします。	noun	1	5	""[""""日"""",""""週"""",""""月"""",""""年"""",""""時間""""]""	""[""""day"""",""""week"""",""""month"""",""""year"""",""""time""""]""	""[""""day"""",""""say"""",""""play"""",""""they"""",""""date""""]""	[]	""[{""""word"""":""""night"""",""""note"""":""""昼と夜の反対""""}]"""
200397	2	year	年	a period of twelve months	A year has twelve months.	1年は12か月です。	noun	1	5	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""hear"""",""""dear""""]""	[]	[]"
