no	grade	word	meaning	definition	example	exampleMeaning	partOfSpeech	difficulty	frequency	choicesEnJa	choicesJaEn	choicesListening	synonyms	antonyms
100280	1	often	よく	many times	I often read books at night.	私は夜によく本を読みます。	adverb	1	4	"[""よく"",""いつも"",""ときどき"",""めったに〜ない"",""すぐに""]"	"[""often"",""always"",""sometimes"",""never"",""soon""]"	"[""often"",""open"",""off"",""always"",""sometimes""]"	[]	[]
100281	1	write	書く	to make letters or words on paper	I write my name here.	私はここに自分の名前を書きます。	verb	1	5	"[""書く"",""読む"",""話す"",""聞く"",""描く""]"	"[""write"",""read"",""speak"",""listen"",""draw""]"	"[""write"",""white"",""wide"",""ride"",""wait""]"	[]	[]
100282	1	time	時間	minutes, hours, days, and years	We have time to play.	私たちには遊ぶ時間があります。	noun	1	5	"[""時間"",""お金"",""名前"",""場所"",""仕事""]"	"[""time"",""money"",""name"",""place"",""work""]"	"[""time"",""tile"",""tie"",""money"",""name""]"	[]	[]
100283	1	hamburger	ハンバーガー	a sandwich with meat inside	I ate a hamburger for lunch.	私は昼食にハンバーガーを食べました。	noun	1	4	"[""ハンバーガー"",""サンドイッチ"",""ピザ"",""サラダ"",""スープ""]"	"[""hamburger"",""sandwich"",""pizza"",""salad"",""soup""]"	"[""hamburger"",""hamster"",""hanger"",""sandwich"",""pizza""]"	[]	[]
100284	1	key	かぎ	a thing used to open a lock	I need a key for the door.	私はドアのかぎが必要です。	noun	1	4	"[""かぎ"",""さいふ"",""かばん"",""ぼうし"",""くつ""]"	"[""key"",""bag"",""cap"",""shoe"",""wallet""]"	"[""key"",""keep"",""kid"",""bag"",""cap""]"	[]	[]
100285	1	lunch	昼食	the meal in the middle of the day	I eat lunch at school.	私は学校で昼食を食べます。	noun	1	4	"[""昼食"",""朝食"",""夕食"",""軽食"",""飲み物""]"	"[""lunch"",""breakfast"",""dinner"",""snack"",""drink""]"	"[""lunch"",""bunch"",""much"",""breakfast"",""dinner""]"	[]	[]
100286	1	Wednesday	水曜日	the day after Tuesday	We have music on Wednesday.	私たちは水曜日に音楽があります。	noun	1	3	"[""水曜日"",""月曜日"",""火曜日"",""木曜日"",""金曜日""]"	"[""Wednesday"",""Monday"",""Tuesday"",""Thursday"",""Friday""]"	"[""Wednesday"",""weather"",""window"",""Monday"",""Tuesday""]"	[]	[]
100287	1	salad	サラダ	a cold dish of vegetables	She made a salad for dinner.	彼女は夕食にサラダを作りました。	noun	1	3	"[""サラダ"",""スープ"",""パン"",""ごはん"",""チーズ""]"	"[""salad"",""soup"",""bread"",""rice"",""cheese""]"	"[""salad"",""solid"",""singer"",""soup"",""bread""]"	[]	[]
100288	1	wallet	財布	a small case for money	My wallet is in my bag.	私の財布はかばんの中にあります。	noun	1	3	"[""財布"",""かばん"",""帽子"",""時計"",""鍵""]"	"[""wallet"",""bag"",""cap"",""watch"",""key""]"	"[""wallet"",""ball"",""water"",""bag"",""cap""]"	[]	[]
100289	1	a.m.	午前	from midnight to noon	I get up at seven a.m.	私は午前7時に起きます。	abbreviation	1	4	"[""午前"",""午後"",""夜"",""正午"",""朝""]"	"[""a.m."",""p.m."",""night"",""noon"",""morning""]"	"[""a.m."",""aim"",""name"",""p.m."",""night""]"	[]	"[{""word"":""p.m."",""note"":""午後""}]"
100290	1	usually	たいてい	most of the time	I usually walk to school.	私はたいてい歩いて学校へ行きます。	adverb	1	5	"[""たいてい"",""いつも"",""ときどき"",""すぐに"",""けっして〜ない""]"	"[""usually"",""always"",""sometimes"",""soon"",""never""]"	"[""usually"",""use"",""music"",""always"",""sometimes""]"	[]	[]
100291	1	grandmother	祖母	your father's or mother's mother	My grandmother is kind.	私の祖母は親切です。	noun	1	3	"[""祖母"",""祖父"",""母"",""父"",""姉妹""]"	"[""grandmother"",""grandfather"",""mother"",""father"",""sister""]"	"[""grandmother"",""grandfather"",""grasshopper"",""mother"",""father""]"	"[{""word"":""grandma"",""note"":""よりくだけた言い方""}]"	[]
100292	1	swim	泳ぐ	to move in water	I can swim well.	私は上手に泳げます。	verb	1	4	"[""泳ぐ"",""走る"",""歩く"",""跳ぶ"",""投げる""]"	"[""swim"",""run"",""walk"",""jump"",""throw""]"	"[""swim"",""swing"",""sweet"",""run"",""walk""]"	[]	[]
100293	1	dance	踊る	to move your body to music	They dance after school.	彼らは放課後に踊ります。	verb	1	3	"[""踊る"",""歌う"",""走る"",""歩く"",""跳ぶ""]"	"[""dance"",""sing"",""run"",""walk"",""jump""]"	"[""dance"",""dense"",""dancer"",""sing"",""run""]"	[]	[]
100294	1	fly	飛ぶ	to move through the air	Birds can fly.	鳥は飛ぶことができます。	verb	1	4	"[""飛ぶ"",""走る"",""泳ぐ"",""歩く"",""跳ぶ""]"	"[""fly"",""run"",""swim"",""walk"",""jump""]"	"[""fly"",""fry"",""flag"",""run"",""swim""]"	[]	"[{""word"":""land"",""note"":""空へ行くの反対で、地面に降りる""}]"
100295	1	swimming	水泳	the activity of moving in water	I like swimming in summer.	私は夏に水泳をするのが好きです。	noun	1	3	"[""水泳"",""野球"",""テニス"",""サッカー"",""バスケットボール""]"	"[""swimming"",""baseball"",""tennis"",""soccer"",""basketball""]"	"[""swimming"",""swinging"",""skimming"",""singing"",""sleeping""]"	[]	[]
100296	1	run	走る	to move fast on foot	I run in the park every morning.	私は毎朝公園を走ります。	verb	1	5	"[""走る"",""歩く"",""泳ぐ"",""跳ぶ"",""投げる""]"	"[""run"",""walk"",""swim"",""jump"",""throw""]"	"[""run"",""sun"",""fun"",""walk"",""swim""]"	[]	"[{""word"":""walk"",""note"":""run よりゆっくり進む""}]"
100297	1	walk	歩く	to move on your feet	I walk to school every day.	私は毎日学校へ歩いて行きます。	verb	1	5	"[""歩く"",""走る"",""泳ぐ"",""座る"",""立つ""]"	"[""walk"",""run"",""swim"",""sit"",""stand""]"	"[""walk"",""work"",""wake"",""run"",""swim""]"	[]	[]
100298	1	go	行く	to move to another place	We go to the park on Sunday.	私たちは日曜日に公園へ行きます。	verb	1	5	"[""行く"",""来る"",""帰る"",""走る"",""着く""]"	"[""go"",""come"",""leave"",""run"",""arrive""]"	"[""go"",""grow"",""goal"",""come"",""leave""]"	[]	"[{""word"":""come"",""note"":""こちらへ来る。""}]"
100299	1	come	来る	to move toward this place	Please come to my house after school.	放課後、私の家に来てください。	verb	1	5	"[""来る"",""行く"",""帰る"",""待つ"",""入る""]"	"[""come"",""go"",""leave"",""wait"",""enter""]"	"[""come"",""cup"",""cut"",""go"",""leave""]"	[]	"[{""word"":""go"",""note"":""別の場所へ行く。""}]"
100300	1	wind	風	moving air	The wind is cold today.	今日は風が冷たいです。	noun	1	3	"[""風"",""雨"",""雪"",""雲"",""空""]"	"[""wind"",""rain"",""snow"",""cloud"",""sky""]"	"[""wind"",""window"",""wing"",""rain"",""snow""]"	[]	[]
100301	1	video	動画	moving pictures you watch on a screen	I watched a funny video after dinner.	私は夕食のあとにおもしろい動画を見ました。	noun	1	3	"[""動画"",""写真"",""映画"",""音楽"",""手紙""]"	"[""video"",""photo"",""movie"",""music"",""letter""]"	"[""video"",""radio"",""violet"",""photo"",""movie""]"	[]	[]
100302	1	song	歌	a piece of music with words	She sings a song at school.	彼女は学校で歌を歌います。	noun	1	3	"[""歌"",""本"",""絵"",""手紙"",""写真""]"	"[""song"",""book"",""picture"",""letter"",""photo""]"	"[""song"",""long"",""sing"",""book"",""picture""]"	[]	[]
100303	1	need	必要とする	to want something because it is important	I need a pen.	私はペンが必要です。	verb	1	5	"[""必要とする"",""持っている"",""見つける"",""使う"",""作る""]"	"[""need"",""have"",""find"",""use"",""make""]"	"[""need"",""read"",""seed"",""have"",""find""]"	[]	[]
100304	1	country	国	a land where many people live	Japan is a beautiful country.	日本は美しい国です。	noun	1	5	"[""国"",""町"",""村"",""市"",""島""]"	"[""country"",""town"",""village"",""city"",""island""]"	"[""country"",""count"",""county"",""town"",""village""]"	[]	[]
100305	1	by	〜のそばに	near or next to something	The bag is by the door.	そのかばんはドアのそばにあります。	preposition	1	5	"[""〜のそばに"",""〜の下に"",""〜の上に"",""〜の中に"",""〜の後ろに""]"	"[""by"",""under"",""on"",""in"",""behind""]"	"[""by"",""bee"",""bike"",""bag"",""door""]"	"[{""word"":""near"",""note"":""by より少し広く「近くに」""}]"	[]
100306	1	low	低い	not high	The table is low.	そのテーブルは低いです。	adjective	1	3	"[""低い"",""高い"",""長い"",""広い"",""重い""]"	"[""low"",""high"",""long"",""wide"",""heavy""]"	"[""low"",""row"",""road"",""high"",""wide""]"	[]	"[{""word"":""high"",""note"":""高さが反対""}]"
100307	1	thirsty	のどが渇いた	needing a drink	I am thirsty after soccer.	私はサッカーのあとでのどが渇いています。	adjective	1	2	"[""のどが渇いた"",""おなかがすいた"",""眠い"",""忙しい"",""元気な""]"	"[""thirsty"",""hungry"",""sleepy"",""busy"",""fine""]"	"[""thirsty"",""thirty"",""dirty"",""hungry"",""sleepy""]"	[]	[]
100308	1	hungry	おなかがすいた	needing food	We are hungry now.	私たちは今おなかがすいています。	adjective	1	3	"[""おなかがすいた"",""のどが渇いた"",""眠い"",""悲しい"",""忙しい""]"	"[""hungry"",""thirsty"",""sleepy"",""sad"",""busy""]"	"[""hungry"",""angry"",""happy"",""thirsty"",""sleepy""]"	[]	"[{""word"":""full"",""note"":""食べておなかがいっぱい""}]"
100309	1	tired	疲れた	needing rest	I am tired after school.	私は学校のあとで疲れています。	adjective	1	4	"[""疲れた"",""忙しい"",""元気な"",""眠い"",""空腹の""]"	"[""tired"",""busy"",""fine"",""sleepy"",""hungry""]"	"[""tired"",""timed"",""tiger"",""busy"",""fine""]"	[]	[]
100310	1	don't	〜しない	do not	I don't play soccer.	私はサッカーをしません。	contraction	1	5	"[""〜しない"",""〜できる"",""〜したい"",""〜する"",""〜しなければならない""]"	"[""don't"",""can"",""want"",""do"",""must""]"	"[""don't"",""won't"",""down"",""can"",""want""]"	[]	[]
100311	1	doesn't	〜しない	does not	He doesn't like milk.	彼は牛乳が好きではありません。	contraction	1	5	"[""〜しない"",""〜できる"",""〜したい"",""〜する"",""〜しなければならない""]"	"[""doesn't"",""can"",""wants"",""does"",""must""]"	"[""doesn't"",""wasn't"",""dust"",""desk"",""doctor""]"	[]	[]
100312	1	second	秒	a very short unit of time	Wait for ten seconds.	10秒待ってください。	noun	1	4	"[""秒"",""分"",""時間"",""日"",""週""]"	"[""second"",""minute"",""hour"",""day"",""week""]"	"[""second"",""send"",""singer"",""minute"",""hour""]"	[]	[]
100313	1	kind	親切な	nice and helpful to other people	She is kind to everyone.	彼女はみんなに親切です。	adjective	1	4	"[""親切な"",""元気な"",""静かな"",""忙しい"",""有名な""]"	"[""kind"",""busy"",""quiet"",""famous"",""cheerful""]"	"[""kind"",""kite"",""king"",""busy"",""quiet""]"	"[{""word"":""nice"",""note"":""より広く使う基本語""}]"	"[{""word"":""mean"",""note"":""意地悪な""}]"
100314	1	September	9月	the ninth month of the year	School starts in September.	学校は9月に始まります。	noun	1	3	"[""9月"",""7月"",""8月"",""10月"",""11月""]"	"[""September"",""July"",""August"",""October"",""November""]"	"[""September"",""November"",""December"",""July"",""August""]"	[]	[]
100315	1	free	ひまな	not busy; having time	I am free this afternoon.	私は今日の午後ひまです。	adjective	1	4	"[""ひまな"",""いそがしい"",""つよい"",""くらい"",""あたらしい""]"	"[""free"",""busy"",""strong"",""dark"",""new""]"	"[""free"",""tree"",""three"",""busy"",""strong""]"	[]	"[{""word"":""busy"",""note"":""「忙しい」""}]"
100316	1	dark	暗い	with little or no light	It is dark in the room.	その部屋は暗いです。	adjective	1	4	"[""暗い"",""明るい"",""強い"",""弱い"",""暑い""]"	"[""dark"",""bright"",""strong"",""weak"",""hot""]"	"[""dark"",""duck"",""desk"",""bright"",""strong""]"	[]	"[{""word"":""bright"",""note"":""「明るい」""}]"
100317	1	weak	弱い	not strong	This dog is weak now.	この犬は今弱っています。	adjective	1	3	"[""弱い"",""強い"",""暗い"",""明るい"",""速い""]"	"[""weak"",""strong"",""dark"",""bright"",""fast""]"	"[""weak"",""wake"",""win"",""walk"",""strong""]"	[]	"[{""word"":""strong"",""note"":""「強い」""}]"
100318	1	dry	乾いた	not wet	My shoes are dry now.	私のくつは今、乾いています。	adjective	1	3	"[""乾いた"",""ぬれた"",""熱い"",""冷たい"",""重い""]"	"[""dry"",""wet"",""hot"",""cold"",""heavy""]"	"[""dry"",""drive"",""drop"",""wet"",""hot""]"	[]	"[{""word"":""wet"",""note"":""ぬれている""}]"
100319	1	holiday	休日	a day off from school or work	Today is a holiday.	今日は休日です。	noun	1	3	"[""休日"",""学校"",""公園"",""朝"",""旅行""]"	"[""holiday"",""school"",""park"",""morning"",""trip""]"	"[""holiday"",""hallway"",""Saturday"",""school"",""park""]"	[]	[]
100320	1	Canada	カナダ	a country in North America	My uncle lives in Canada.	私のおじはカナダに住んでいます。	noun	1	2	"[""カナダ"",""日本"",""中国"",""インド"",""韓国""]"	"[""Canada"",""Japan"",""China"",""India"",""Korea""]"	"[""Canada"",""camera"",""calendar"",""Japan"",""China""]"	[]	[]
100321	1	never	決して～ない	not at any time	I never eat natto.	私は納豆を全く食べません。	adverb	1	4	"[""決して～ない"",""いつも"",""ときどき"",""すぐに"",""たいてい""]"	"[""never"",""always"",""sometimes"",""soon"",""usually""]"	"[""never"",""fever"",""river"",""always"",""sometimes""]"	[]	"[{""word"":""always"",""note"":""いつも""}]"
100322	1	dirty	汚い	not clean	My shoes are dirty.	私のくつは汚いです。	adjective	1	4	"[""汚い"",""きれいな"",""古い"",""新しい"",""重い""]"	"[""dirty"",""clean"",""old"",""new"",""heavy""]"	"[""dirty"",""thirty"",""early"",""clean"",""old""]"	[]	"[{""word"":""clean"",""note"":""反対の意味""}]"
100323	1	same	同じ	not different	We are in the same class.	私たちは同じクラスです。	adjective	1	4	"[""同じ"",""ちがう"",""新しい"",""長い"",""強い""]"	"[""same"",""different"",""new"",""long"",""strong""]"	"[""same"",""name"",""game"",""different"",""new""]"	[]	"[{""word"":""different"",""note"":""ちがう""}]"
100324	1	hard	難しい	not easy to do	This math question is hard.	この算数の問題は難しいです。	adjective	1	4	"[""難しい"",""やさしい"",""長い"",""新しい"",""早い""]"	"[""hard"",""easy"",""long"",""new"",""fast""]"	"[""hard"",""card"",""hand"",""easy"",""long""]"	"[{""word"":""difficult"",""note"":""より少しかたい言い方""}]"	"[{""word"":""easy"",""note"":""反対の意味""}]"
100325	1	near	～の近くに	not far from someone or something	My school is near my house.	私の学校は家の近くにあります。	preposition	1	4	"[""～の近くに"",""～から遠くに"",""～の上に"",""～の下に"",""～の中に""]"	"[""near"",""far from"",""above"",""under"",""in""]"	"[""near"",""dear"",""fear"",""far from"",""above""]"	"[{""word"":""close to ~"",""note"":""～の近くに、という表現。""}]"	"[{""word"":""far from ~"",""note"":""～から遠くに、という表現。""}]"
100326	1	sick	病気の	not well in your body	She is sick today.	彼女は今日病気です。	adjective	1	3	"[""病気の"",""元気な"",""眠い"",""忙しい"",""静かな""]"	"[""sick"",""fine"",""sleepy"",""busy"",""quiet""]"	"[""sick"",""six"",""sit"",""fine"",""sleepy""]"	"[{""word"":""ill"",""note"":""同じく「病気の」""}]"	"[{""word"":""well"",""note"":""健康な状態""}]"
100327	1	soft	やわらかい	not hard to touch	This pillow is soft.	このまくらはやわらかいです。	adjective	1	3	"[""やわらかい"",""かたい"",""あつい"",""つめたい"",""おもい""]"	"[""soft"",""hard"",""warm"",""cold"",""heavy""]"	"[""soft"",""sort"",""song"",""hard"",""warm""]"	[]	"[{""word"":""hard"",""note"":""かたくてやわらかくない""}]"
100328	1	easy	やさしい	not difficult	This question is easy.	この問題はやさしいです。	adjective	1	4	"[""やさしい"",""むずかしい"",""はやい"",""おそい"",""たかい""]"	"[""easy"",""difficult"",""fast"",""slow"",""high""]"	"[""easy"",""busy"",""lazy"",""difficult"",""fast""]"	"[{""word"":""simple"",""note"":""より『単純な』の意味が強い""}]"	"[{""word"":""difficult"",""note"":""むずかしい""}]"
100329	1	warm	あたたかい	not hot and not cold	The soup is warm.	そのスープはあたたかいです。	adjective	1	3	"[""あたたかい"",""つめたい"",""あつい"",""すずしい"",""ぬるい""]"	"[""warm"",""cold"",""hot"",""cool"",""lukewarm""]"	"[""warm"",""word"",""work"",""cold"",""hot""]"	[]	"[{""word"":""cold"",""note"":""つめたい""}]"
100330	1	young	若い	not old	My father looks young.	私の父は若く見えます。	adjective	1	4	"[""若い"",""古い"",""強い"",""速い"",""高い""]"	"[""young"",""old"",""strong"",""fast"",""tall""]"	"[""young"",""long"",""song"",""old"",""strong""]"	[]	"[{""word"":""old"",""note"":""年を取った""}]"
100331	1	new	新しい	made or bought not long ago	I have a new bag.	私は新しいかばんを持っています。	adjective	1	5	"[""新しい"",""古い"",""長い"",""早い"",""暗い""]"	"[""new"",""old"",""long"",""early"",""dark""]"	"[""new"",""few"",""noon"",""old"",""long""]"	[]	"[{""word"":""old"",""note"":""古い""}]"
100332	1	off	消えている	not turned on	The light is off.	電気が消えています。	adjective	2	5	"[""消えている"",""ついている"",""開いている"",""閉じている"",""空いている""]"	"[""off"",""on"",""open"",""closed"",""empty""]"	"[""off"",""of"",""up"",""on"",""open""]"	[]	"[{""word"":""on"",""note"":""ついている状態""}]"
100333	1	sometimes	ときどき	at some times, not always	I sometimes play tennis after school.	私はときどき放課後にテニスをします。	adverb	1	4	"[""ときどき"",""いつも"",""よく"",""すぐに"",""いま""]"	"[""sometimes"",""always"",""often"",""soon"",""now""]"	"[""sometimes"",""summer"",""Sunday"",""always"",""often""]"	[]	"[{""word"":""never"",""note"":""一度も～ない。""}]"
100334	1	five	5	the number after four	I have five pencils.	私はえんぴつを5本持っています。	number	1	5	"[""5"",""4"",""6"",""7"",""8""]"	"[""five"",""four"",""six"",""seven"",""eight""]"	"[""five"",""fine"",""fire"",""four"",""six""]"	[]	[]
100335	1	ten	10	the number after nine	She has ten books.	彼女は10冊の本を持っています。	number	1	5	"[""10"",""8"",""9"",""11"",""12""]"	"[""ten"",""eight"",""nine"",""eleven"",""twelve""]"	"[""ten"",""pen"",""hen"",""eight"",""nine""]"	[]	[]
100336	1	Can I help you?	何かお手伝いしましょうか	used to offer help	Can I help you?	何かお手伝いしましょうか。	phrase	1	3	"[""何かお手伝いしましょうか"",""こんにちは"",""ありがとうございます"",""さようなら"",""おやすみなさい""]"	"[""Can I help you?"",""Hello."",""Thank you."",""Goodbye."",""Good night.""]"	"[""Can I help you?"",""Can you help me?"",""May I help you?"",""Hello."",""Thank you.""]"	[]	[]
100337	1	but	しかし	used to show a different idea	I like cats, but my sister likes dogs.	私は猫が好きですが、姉は犬が好きです。	conjunction	1	5	"[""しかし"",""そして"",""だから"",""または"",""なぜなら""]"	"[""but"",""and"",""so"",""or"",""because""]"	"[""but"",""bat"",""bet"",""and"",""so""]"	[]	[]
100338	1	nine	9	the number after eight	I have nine pencils.	私はえんぴつを9本持っています。	number	1	4	"[""9"",""7"",""8"",""10"",""11""]"	"[""nine"",""seven"",""eight"",""ten"",""eleven""]"	"[""nine"",""night"",""nice"",""seven"",""eight""]"	[]	[]
100339	1	four	4	the number after three	I have four books.	私は本を4冊持っています。	number	1	5	"[""4"",""3"",""5"",""6"",""7""]"	"[""four"",""three"",""five"",""six"",""seven""]"	"[""four"",""floor"",""fork"",""forty"",""five""]"	[]	[]
100340	1	three	3	the number after two	She has three pens.	彼女はペンを3本持っています。	number	1	5	"[""3"",""2"",""4"",""5"",""6""]"	"[""three"",""two"",""four"",""five"",""six""]"	"[""three"",""tree"",""free"",""two"",""four""]"	[]	[]
100341	1	or	または	used to show another choice	Tea or milk is fine.	お茶でも牛乳でも大丈夫です。	conjunction	1	5	"[""または"",""そして"",""しかし"",""だから"",""もし""]"	"[""or"",""and"",""but"",""so"",""if""]"	"[""or"",""all"",""our"",""and"",""but""]"	[]	[]
100342	1	drive	運転する	to control a car and make it move	My father can drive a car.	私の父は車を運転できます。	verb	1	5	"[""運転する"",""歩く"",""走る"",""泳ぐ"",""跳ぶ""]"	"[""drive"",""walk"",""run"",""swim"",""jump""]"	"[""drive"",""dive"",""dry"",""walk"",""run""]"	[]	[]
100343	1	carrot	にんじん	a long orange vegetable	I eat a carrot at lunch.	私は昼食ににんじんを食べます。	noun	1	3	"[""にんじん"",""じゃがいも"",""たまねぎ"",""トマト"",""きゅうり""]"	"[""carrot"",""potato"",""onion"",""tomato"",""cucumber""]"	"[""carrot"",""parrot"",""cabin"",""potato"",""onion""]"	[]	[]
100344	1	book	本	something you read with pages	This book is very interesting.	この本はとてもおもしろいです。	noun	1	5	"[""本"",""ノート"",""辞書"",""新聞"",""雑誌""]"	"[""book"",""notebook"",""dictionary"",""newspaper"",""magazine""]"	"[""book"",""cook"",""look"",""notebook"",""dictionary""]"	[]	[]
100345	1	art	美術	drawing and painting	I like art at school.	私は学校で美術が好きです。	noun	1	2	"[""美術"",""音楽"",""数学"",""歴史"",""理科""]"	"[""art"",""music"",""math"",""history"",""science""]"	"[""art"",""arm"",""arch"",""music"",""math""]"	[]	[]
100346	1	two	2	the number after one	I have two dogs.	私は犬を2匹飼っています。	number	1	5	"[""2"",""3"",""4"",""5"",""6""]"	"[""two"",""three"",""four"",""five"",""six""]"	"[""two"",""ten"",""toy"",""tree"",""three""]"	[]	[]
100347	1	letter	手紙	a written message sent to someone	I got a letter from my friend.	私は友だちから手紙をもらいました。	noun	1	3	"[""手紙"",""写真"",""地図"",""宿題"",""質問""]"	"[""letter"",""photo"",""map"",""homework"",""question""]"	"[""letter"",""later"",""little"",""photo"",""map""]"	[]	[]
100348	1	ticket	切符	a paper used for travel or entry	I have a train ticket.	私は電車の切符を持っています。	noun	1	3	"[""切符"",""地図"",""かばん"",""宿題"",""窓""]"	"[""ticket"",""map"",""bag"",""homework"",""window""]"	"[""ticket"",""picket"",""pocket"",""map"",""bag""]"	[]	[]
100349	1	notebook	ノート	a book of blank pages for writing	This notebook is new.	このノートは新しいです。	noun	1	2	"[""ノート"",""辞書"",""机"",""いす"",""鉛筆""]"	"[""notebook"",""dictionary"",""desk"",""chair"",""pencil""]"	"[""notebook"",""note"",""robot"",""dictionary"",""desk""]"	[]	[]
100350	1	finger	指	one of the parts on your hand	She has a ring on her finger.	彼女は指に指輪をしています。	noun	1	2	"[""指"",""腕"",""足"",""耳"",""首""]"	"[""finger"",""arm"",""leg"",""ear"",""neck""]"	"[""finger"",""singer"",""dinner"",""arm"",""leg""]"	[]	[]
100351	1	feed	えさをやる	to give food to a person or animal	I feed the dog every morning.	私は毎朝その犬にえさをやります。	verb	1	3	"[""えさをやる"",""見る"",""洗う"",""呼ぶ"",""助ける""]"	"[""feed"",""watch"",""wash"",""call"",""help""]"	"[""feed"",""feel"",""field"",""watch"",""wash""]"	[]	[]
100352	1	bridge	橋	a road over a river or another road	We walked over the bridge.	私たちはその橋を歩いて渡りました。	noun	1	2	"[""橋"",""道"",""川"",""駅"",""門""]"	"[""bridge"",""road"",""river"",""station"",""gate""]"	"[""bridge"",""fridge"",""bright"",""road"",""river""]"	[]	[]
100353	1	buy	買う	to get something by paying money	I want to buy a new bag.	私は新しいかばんを買いたいです。	verb	1	5	"[""買う"",""売る"",""作る"",""使う"",""開ける""]"	"[""buy"",""sell"",""make"",""use"",""open""]"	"[""buy"",""bike"",""bag"",""big"",""sell""]"	[]	"[{""word"":""sell"",""note"":""buy は買う、sell は売る""}]"
100354	1	see	見る	to notice something with your eyes	I can see a bird.	私は鳥が見えます。	verb	1	5	"[""見る"",""聞く"",""話す"",""読む"",""書く""]"	"[""see"",""hear"",""speak"",""read"",""write""]"	"[""see"",""she"",""sit"",""say"",""look""]"	[]	[]
100355	1	lesson	授業	a time when you study something	We have an English lesson today.	私たちは今日英語の授業があります。	noun	2	4	"[""授業"",""宿題"",""テスト"",""質問"",""答え""]"	"[""lesson"",""homework"",""test"",""question"",""answer""]"	"[""lesson"",""listen"",""reason"",""homework"",""test""]"	[]	[]
100356	1	driver	運転手	a person who drives a car or bus	The driver is very kind.	その運転手はとても親切です。	noun	2	3	"[""運転手"",""先生"",""医者"",""店員"",""警官""]"	"[""driver"",""teacher"",""doctor"",""clerk"",""police officer""]"	"[""driver"",""driven"",""drawer"",""teacher"",""doctor""]"	[]	[]
100357	1	player	選手	a person who plays a sport or game	He is a soccer player.	彼はサッカー選手です。	noun	1	2	"[""選手"",""歌手"",""先生"",""医者"",""画家""]"	"[""player"",""singer"",""teacher"",""doctor"",""painter""]"	"[""player"",""prayer"",""plane"",""singer"",""teacher""]"	[]	[]
100358	1	you	あなた	the person or people being spoken to	You are my friend.	あなたは私の友だちです。	pronoun	1	5	"[""あなた"",""私"",""彼"",""彼女"",""私たち""]"	"[""you"",""I"",""he"",""she"",""we""]"	"[""you"",""use"",""yellow"",""I"",""he""]"	[]	[]
100359	1	singer	歌手	a person who sings	She is a famous singer.	彼女は有名な歌手です。	noun	1	2	"[""歌手"",""選手"",""先生"",""医者"",""画家""]"	"[""singer"",""player"",""teacher"",""doctor"",""painter""]"	"[""singer"",""finger"",""sister"",""player"",""teacher""]"	[]	[]
100360	1	student	生徒	a person who studies at school	He is a good student.	彼はよい生徒です。	noun	1	5	"[""生徒"",""先生"",""友だち"",""医者"",""選手""]"	"[""student"",""teacher"",""friend"",""doctor"",""player""]"	"[""student"",""stupid"",""stand"",""teacher"",""friend""]"	"[{""word"":""pupil"",""note"":""主に学校の生徒に使う""}]"	[]
100361	1	teacher	先生	a person who teaches students	My mother is a teacher.	私の母は先生です。	noun	1	5	"[""先生"",""生徒"",""友だち"",""医者"",""選手""]"	"[""teacher"",""student"",""friend"",""doctor"",""player""]"	"[""teacher"",""feature"",""teacup"",""student"",""friend""]"	[]	[]
100362	1	friend	友だち	a person you like and know well	Ken is my friend.	ケンは私の友だちです。	noun	1	5	"[""友だち"",""先生"",""生徒"",""家族"",""選手""]"	"[""friend"",""teacher"",""student"",""family"",""player""]"	"[""friend"",""fresh"",""front"",""teacher"",""student""]"	[]	[]
100363	1	dog	犬	an animal often kept as a pet	The dog is very cute.	その犬はとてもかわいいです。	noun	1	5	"[""犬"",""猫"",""鳥"",""魚"",""うさぎ""]"	"[""dog"",""cat"",""bird"",""fish"",""rabbit""]"	"[""dog"",""dig"",""dock"",""cat"",""bird""]"	[]	[]
100364	1	cat	猫	a small pet animal	The cat is under the table.	その猫はテーブルの下にいます。	noun	1	5	"[""猫"",""犬"",""鳥"",""魚"",""うさぎ""]"	"[""cat"",""dog"",""bird"",""fish"",""rabbit""]"	"[""cat"",""cut"",""cap"",""dog"",""bird""]"	[]	[]
100365	1	call	電話する	to talk to someone by phone	I call my mother every day.	私は毎日母に電話します。	verb	2	5	"[""電話する"",""会う"",""待つ"",""助ける"",""使う""]"	"[""call"",""meet"",""wait"",""help"",""use""]"	"[""call"",""cold"",""card"",""meet"",""wait""]"	"[{""word"":""phone"",""note"":""特に電話をかけるときに使う""}]"	[]
100366	1	sport	スポーツ	a game or activity for exercise	Soccer is my favorite sport.	サッカーは私の好きなスポーツです。	noun	1	3	"[""スポーツ"",""音楽"",""勉強"",""買い物"",""仕事""]"	"[""sport"",""music"",""study"",""shopping"",""work""]"	"[""sport"",""short"",""spot"",""music"",""study""]"	[]	[]
100367	1	hospital	病院	a place where sick people go	My mother works at a hospital.	私の母は病院で働いています。	noun	1	4	"[""病院"",""学校"",""駅"",""公園"",""図書館""]"	"[""hospital"",""school"",""station"",""park"",""library""]"	"[""hospital"",""hostel"",""capital"",""school"",""station""]"	[]	[]
