no	grade	word	meaning	definition	example	exampleMeaning	partOfSpeech	difficulty	frequency	choicesEnJa	choicesJaEn	choicesListening	synonyms	antonyms
300594	3	escalator	エスカレーター	moving stairs in a building	We took the escalator to the second floor.	私たちは2階へ行くのにエスカレーターを使いました。	noun	3	2	"[""エスカレーター"",""エレベーター"",""階段"",""廊下"",""入口""]"	"[""escalator"",""elevator"",""stairs"",""hallway"",""entrance""]"	"[""escalator"",""elevator"",""calculator"",""alligator"",""visitor""]"	[]	[]
300595	3	backward	後ろへ、後ろ向きに	toward the back	He took a step backward.	彼は一歩後ろへ下がった。	adverb	3	2	"[""後ろへ、後ろ向きに"",""前へ"",""まっすぐに"",""ゆっくり"",""外へ""]"	"[""backward"",""forward"",""straight"",""slowly"",""outside""]"	"[""backward"",""background"",""backpack"",""awkward"",""blackboard""]"	"[{""word"":""back"",""note"":""より短い形で、口語で使うことがある""}]"	"[{""word"":""forward"",""note"":""反対方向""}]"
300596	3	concert	コンサート	a live music show	We went to a concert last night.	私たちは昨夜コンサートに行きました。	noun	2	3	"[""コンサート"",""試合"",""会議"",""授業"",""祭り""]"	"[""concert"",""game"",""meeting"",""class"",""festival""]"	"[""concert"",""contest"",""contact"",""corner"",""collect""]"	[]	[]
300597	3	rule	規則	something you must follow	This school has a new rule.	この学校には新しい規則がある。	noun	2	4	"[""規則"",""質問"",""計画"",""答え"",""約束""]"	"[""rule"",""question"",""plan"",""answer"",""promise""]"	"[""rule"",""room"",""road"",""ring"",""roof""]"	[]	[]
300598	3	necessary	必要な、なくてはならない	needed to do something	A map is necessary for this trip.	この旅行には地図が必要です。	adjective	3	3	"[""必要な、なくてはならない"",""便利な"",""安全な"",""有名な"",""静かな""]"	"[""necessary"",""useful"",""safe"",""famous"",""quiet""]"	"[""necessary"",""message"",""memory"",""February"",""library""]"	"[{""word"":""needed"",""note"":""やややさしい言い換え""}]"	"[{""word"":""unnecessary"",""note"":""必要でない""}]"
300599	3	title	題名、タイトル	the name of a book, movie, or song	What is the title of this book?	この本の題名は何ですか。	noun	3	3	"[""題名、タイトル"",""作者"",""場面"",""表紙"",""物語""]"	"[""title"",""author"",""scene"",""cover"",""story""]"	"[""title"",""tidy"",""table"",""tiger"",""total""]"	"[{""word"":""name"",""note"":""作品名として使うことがある""}]"	[]
300600	3	talent	才能	a natural ability to do something well	She has a talent for music.	彼女には音楽の才能があります。	noun	3	3	"[""才能"",""努力"",""経験"",""夢"",""計画""]"	"[""talent"",""effort"",""experience"",""dream"",""plan""]"	"[""talent"",""parent"",""silent"",""student"",""travel""]"	"[{""word"":""gift"",""note"":""生まれつきの才能""}]"	[]
300601	3	scenery	景色	the natural view of a place	The scenery here is very beautiful.	ここの景色はとても美しいです。	noun	3	3	"[""景色"",""天気"",""自然"",""空気"",""場所""]"	"[""scenery"",""weather"",""nature"",""air"",""place""]"	"[""scenery"",""screen"",""sunny"",""center"",""season""]"	"[{""word"":""view"",""note"":""景色を見るときによく使う""}]"	[]
300602	3	wild	野生の	living or growing in nature	We saw a wild animal in the forest.	私たちは森で野生の動物を見ました。	adjective	2	3	"[""野生の"",""危険な"",""静かな"",""有名な"",""深い""]"	"[""wild"",""dangerous"",""quiet"",""famous"",""deep""]"	"[""wild"",""wide"",""wind"",""child"",""white""]"	[]	"[{""word"":""tame"",""note"":""人に慣れた動物に使う""}]"
300603	3	environment	環境	the natural world around us	We must protect the environment.	私たちは環境を守らなければなりません。	noun	4	3	"[""環境"",""文化"",""地域"",""資源"",""自然""]"	"[""environment"",""culture"",""area"",""resource"",""nature""]"	"[""environment"",""encouragement"",""enjoyment"",""government"",""movement""]"	[]	[]
300604	3	local	地元の	from or connected with a nearby area	We bought vegetables at the local market.	私たちは地元の市場で野菜を買いました。	adjective	3	3	"[""地元の"",""有名な"",""静かな"",""安全な"",""新しい""]"	"[""local"",""famous"",""quiet"",""safe"",""new""]"	"[""local"",""vocal"",""total"",""social"",""hotel""]"	"[{""word"":""nearby"",""note"":""近くの、場所に注目""}]"	"[{""word"":""foreign"",""note"":""外国の""}]"
300605	3	lately	最近	in recent days or weeks	I have been very busy lately.	私は最近ずっととても忙しいです。	adverb	3	3	"[""最近"",""たぶん"",""すぐに"",""いつも"",""ときどき""]"	"[""lately"",""maybe"",""soon"",""always"",""sometimes""]"	"[""lately"",""lightly"",""daily"",""safely"",""really""]"	"[{""word"":""recently"",""note"":""ほぼ同じ意味""}]"	[]
300606	3	collar	えり	the part around the neck of a shirt or coat	His shirt has a white collar.	彼のシャツには白いえりがあります。	noun	3	2	"[""えり"",""そで"",""ぼたん"",""ポケット"",""ベルト""]"	"[""collar"",""sleeve"",""button"",""pocket"",""belt""]"	"[""collar"",""color"",""corner"",""caller"",""dollar""]"	[]	[]
300607	3	modern	現代的な	new in style or design	This building is very modern.	この建物はとても現代的です。	adjective	3	3	"[""現代的な"",""伝統的な"",""有名な"",""静かな"",""安全な""]"	"[""modern"",""traditional"",""famous"",""quiet"",""safe""]"	"[""modern"",""model"",""mother"",""motion"",""garden""]"	[]	"[{""word"":""traditional"",""note"":""伝統的な""}]"
300608	3	side by side	並んで	next to each other	They walked side by side.	彼らは並んで歩きました。	adverb phrase	4	2	"[""並んで"",""一人で"",""急いで"",""静かに"",""ゆっくり""]"	"[""side by side"",""alone"",""quickly"",""quietly"",""slowly""]"	"[""side by side"",""stand by me"",""sit down"",""sunny day"",""by the sea""]"	"[{""word"":""together"",""note"":""いっしょにという近い意味""}]"	"[{""word"":""alone"",""note"":""一人で""}]"
300609	3	friendly	親しみやすい	kind and easy to talk to	Our new teacher is very friendly.	私たちの新しい先生はとても親しみやすいです。	adjective	3	4	"[""親しみやすい"",""厳しい"",""忙しい"",""有名な"",""危険な""]"	"[""friendly"",""strict"",""busy"",""famous"",""dangerous""]"	"[""friendly"",""finally"",""freedom"",""freshly"",""family""]"	"[{""word"":""kind"",""note"":""やさしいという近い意味""}]"	"[{""word"":""unfriendly"",""note"":""親しみにくい""},{""word"":""mean"",""note"":""意地悪な""}]"
300610	3	straight	まっすぐ	in a direct line, not turning	Go straight down this road.	この道をまっすぐ進んでください。	adverb	3	3	"[""まっすぐ"",""ゆっくり"",""早く"",""静かに"",""一緒に""]"	"[""straight"",""slowly"",""quickly"",""quietly"",""together""]"	"[""straight"",""street"",""strong"",""strange"",""start""]"	"[{""word"":""directly"",""note"":""ややかたい言い方""}]"	[]
300611	3	safely	安全に、無事に	in a way that is not dangerous	We got home safely.	私たちは無事に家に着きました。	adverb	3	2	"[""安全に、無事に"",""静かに"",""すぐに"",""ゆっくり"",""一人で""]"	"[""safely"",""quietly"",""soon"",""slowly"",""alone""]"	"[""safely"",""softly"",""sadly"",""suddenly"",""simply""]"	[]	"[{""word"":""dangerously"",""note"":""危険なやり方で""}]"
300612	3	safe	安全な	not dangerous	This place is safe at night.	この場所は夜でも安全です。	adjective	2	3	"[""安全な"",""危険な"",""静かな"",""清潔な"",""有名な""]"	"[""safe"",""dangerous"",""quiet"",""clean"",""famous""]"	"[""safe"",""save"",""same"",""sale"",""face""]"	[]	"[{""word"":""dangerous"",""note"":""危険な""}]"
300613	3	brave	勇敢な	showing courage when facing danger	The brave boy helped the little dog.	その勇敢な少年は小さな犬を助けました。	adjective	3	3	"[""勇敢な"",""親切な"",""有名な"",""静かな"",""元気な""]"	"[""brave"",""kind"",""famous"",""quiet"",""cheerful""]"	"[""brave"",""brain"",""break"",""brown"",""bread""]"	"[{""word"":""courageous"",""note"":""ややかたい語""}]"	"[{""word"":""cowardly"",""note"":""おくびょうな""}]"
300614	3	dark	暗い	having little or no light	It gets dark at six in winter.	冬は6時に暗くなります。	adjective	2	4	"[""暗い"",""明るい"",""静かな"",""暑い"",""重い""]"	"[""dark"",""bright"",""quiet"",""hot"",""heavy""]"	"[""dark"",""duck"",""desk"",""dirt"",""dock""]"	"[{""word"":""dim"",""note"":""少し暗い""}]"	"[{""word"":""bright"",""note"":""明るい""}]"
300615	3	anymore	もう～ない、もはや	used when something no longer happens	I do not play tennis anymore.	私はもうテニスをしません。	adverb	4	3	"[""もう～ない、もはや"",""まだ"",""いつも"",""ときどき"",""すぐに""]"	"[""anymore"",""still"",""always"",""sometimes"",""soon""]"	"[""anymore"",""animal"",""anyone"",""many"",""memory""]"	[]	[]
300616	3	enough	十分な	as much as needed	We have enough time.	私たちには十分な時間があります。	determiner	3	4	"[""十分な"",""少ない"",""必要な"",""大きい"",""簡単な""]"	"[""enough"",""little"",""necessary"",""large"",""easy""]"	"[""enough"",""rough"",""laugh"",""alive"",""above""]"	"[{""word"":""sufficient"",""note"":""ややかたい語""}]"	"[{""word"":""insufficient"",""note"":""足りないという意味""}]"
300617	3	plain	質素な	simple and not fancy	She wore a plain dress.	彼女は質素なドレスを着ていました。	adjective	4	3	"[""質素な"",""派手な"",""明るい"",""重い"",""高価な""]"	"[""plain"",""fancy"",""bright"",""heavy"",""expensive""]"	"[""plain"",""plan"",""play"",""place"",""plant""]"	"[{""word"":""simple"",""note"":""より基本的な語""}]"	"[{""word"":""fancy"",""note"":""はでな""}]"
300618	3	weakness	弱点	a weak point	Math is my weakness.	数学は私の弱点です。	noun	4	3	"[""弱点"",""長所"",""習慣"",""方法"",""目的""]"	"[""weakness"",""strength"",""habit"",""method"",""purpose""]"	"[""weakness"",""weekend"",""window"",""witness"",""welcome""]"	[]	"[{""word"":""strength"",""note"":""強い点""}]"
300619	3	silent	静かな	not making any sound	The room was silent after the bell.	ベルのあと、部屋は静かでした。	adjective	3	3	"[""静かな"",""にぎやかな"",""明るい"",""暗い"",""広い""]"	"[""silent"",""noisy"",""bright"",""dark"",""wide""]"	"[""silent"",""siren"",""island"",""student"",""violet""]"	"[{""word"":""quiet"",""note"":""より日常的によく使う""}]"	"[{""word"":""noisy"",""note"":""音がうるさい""}]"
300620	3	silence	静けさ、沈黙	a state with no sound	We sat in silence for a minute.	私たちは1分間、黙って座っていました。	noun	4	3	"[""静けさ、沈黙"",""大きな音"",""音楽"",""声"",""話""]"	"[""silence"",""noise"",""music"",""voice"",""talk""]"	"[""silence"",""science"",""license"",""island"",""since""]"	[]	"[{""word"":""noise"",""note"":""音や騒音""}]"
300621	3	full	いっぱいの	having no empty space	My bag is full of books.	私のかばんは本でいっぱいです。	adjective	2	5	"[""いっぱいの"",""空の"",""重い"",""軽い"",""新しい""]"	"[""full"",""empty"",""heavy"",""light"",""new""]"	"[""full"",""fall"",""food"",""fool"",""feel""]"	[]	"[{""word"":""empty"",""note"":""中に何もない""}]"
300622	3	peace	平和	a state with no war or fighting	We all want peace in the world.	私たちはみな世界の平和を望んでいます。	noun	3	3	"[""平和"",""戦争"",""自由"",""安全"",""希望""]"	"[""peace"",""war"",""freedom"",""safety"",""hope""]"	"[""peace"",""peas"",""please"",""place"",""purse""]"	[]	"[{""word"":""war"",""note"":""平和の反対で、戦争のこと""}]"
300623	3	usual	いつもの	normal or common for someone or something	She came to school at her usual time.	彼女はいつもの時間に学校へ来ました。	adjective	3	3	"[""いつもの"",""特別な"",""早い"",""静かな"",""新しい""]"	"[""usual"",""special"",""early"",""quiet"",""new""]"	"[""usual"",""visual"",""use"",""music"",""user""]"	"[{""word"":""normal"",""note"":""より一般的な『普通の』""}]"	"[{""word"":""special"",""note"":""『特別な』という反対の意味""}]"
300624	3	dead	死んでいる	not alive	The fish is dead.	その魚は死んでいます。	adjective	3	3	"[""死んでいる"",""生きている"",""病気の"",""弱い"",""危険な""]"	"[""dead"",""alive"",""sick"",""weak"",""dangerous""]"	"[""dead"",""bed"",""head"",""dad"",""did""]"	[]	"[{""word"":""alive"",""note"":""『生きている』という反対の意味""}]"
300625	3	nothing	何も～ない	not anything	There is nothing in the box.	その箱の中には何もありません。	pronoun	3	4	"[""何も～ない"",""すべて"",""何か"",""だれも～ない"",""どこか""]"	"[""nothing"",""everything"",""something"",""nobody"",""somewhere""]"	"[""nothing"",""noting"",""morning"",""nodding"",""anything""]"	[]	"[{""word"":""everything"",""note"":""「すべて」という反対の意味""}]"
300626	3	doubt	疑う	to think something may not be true	I doubt his story.	私は彼の話を疑っています。	verb	4	3	"[""疑う"",""信じる"",""待つ"",""選ぶ"",""隠す""]"	"[""doubt"",""believe"",""wait"",""choose"",""hide""]"	"[""doubt"",""about"",""shout"",""cloud"",""count""]"	[]	"[{""word"":""believe"",""note"":""doubt は「疑う」、believe は「信じる」""}]"
300627	3	alive	生きている	living, not dead	The fish is still alive.	その魚はまだ生きています。	adjective	3	3	"[""生きている"",""眠い"",""元気な"",""危険な"",""静かな""]"	"[""alive"",""sleepy"",""healthy"",""dangerous"",""quiet""]"	"[""alive"",""arrive"",""aside"",""a line"",""all right""]"	[]	"[{""word"":""dead"",""note"":""alive は「生きている」、dead は「死んでいる」""}]"
300628	3	shallow	浅い	not deep	This river is shallow in summer.	この川は夏には浅いです。	adjective	3	3	"[""浅い"",""深い"",""広い"",""狭い"",""冷たい""]"	"[""shallow"",""deep"",""wide"",""narrow"",""cold""]"	"[""shallow"",""shadow"",""yellow"",""shower"",""follow""]"	[]	"[{""word"":""deep"",""note"":""深い""}]"
300629	3	fail	失敗する	to not succeed	Our plan may fail.	私たちの計画は失敗するかもしれません。	verb	3	4	"[""失敗する"",""成功する"",""始める"",""続ける"",""選ぶ""]"	"[""fail"",""succeed"",""start"",""continue"",""choose""]"	"[""fail"",""fall"",""fill"",""face"",""fair""]"	[]	"[{""word"":""succeed"",""note"":""成功する""}]"
300630	3	failure	失敗	lack of success	The plan ended in failure.	その計画は失敗に終わりました。	noun	4	3	"[""失敗"",""成功"",""計画"",""試合"",""約束""]"	"[""failure"",""success"",""plan"",""game"",""promise""]"	"[""failure"",""famous"",""future"",""feature"",""fever""]"	[]	"[{""word"":""success"",""note"":""成功""}]"
300631	3	unknown	不明な、知られていない	not known	The cause of the noise is still unknown.	その音の原因はまだ不明です。	adjective	3	3	"[""不明な、知られていない"",""有名な"",""安全な"",""静かな"",""重要な""]"	"[""unknown"",""famous"",""safe"",""quiet"",""important""]"	"[""unknown"",""uncle"",""window"",""yellow"",""alone""]"	[]	"[{""word"":""known"",""note"":""知られている""}]"
300632	3	boring	退屈な	not interesting	This movie is boring.	この映画は退屈です。	adjective	2	4	"[""退屈な"",""楽しい"",""忙しい"",""親切な"",""危険な""]"	"[""boring"",""fun"",""busy"",""kind"",""dangerous""]"	"[""boring"",""morning"",""brown"",""boat"",""born""]"	"[{""word"":""dull"",""note"":""やや書き言葉でも使う""}]"	"[{""word"":""interesting"",""note"":""おもしろい""}]"
300633	3	without ~	～なしで	not having or using something	He went out without his bag.	彼はかばんを持たずに外出しました。	preposition	2	5	"[""～なしで"",""～といっしょに"",""～の前に"",""～の後に"",""～の下に""]"	"[""without ~"",""with ~"",""before ~"",""after ~"",""under ~""]"	"[""without ~"",""within ~"",""with ~"",""before ~"",""under ~""]"	[]	"[{""word"":""with"",""note"":""〜といっしょに""}]"
300634	3	except ~	～を除いて	not including someone or something	Everyone went except Ken.	ケンを除いてみんな行きました。	preposition	3	3	"[""～を除いて"",""～の前に"",""～の後に"",""～の近くに"",""～のために""]"	"[""except ~"",""before ~"",""after ~"",""near ~"",""for ~""]"	"[""except ~"",""expect ~"",""accept ~"",""beside ~"",""without ~""]"	"[{""word"":""but"",""note"":""前置詞としては except に近い""}]"	"[{""word"":""including"",""note"":""「〜を含めて」""}]"
300635	3	serious	深刻な	bad or important in a worrying way	This is a serious problem.	これは深刻な問題です。	adjective	3	3	"[""深刻な"",""簡単な"",""安全な"",""静かな"",""有名な""]"	"[""serious"",""easy"",""safe"",""quiet"",""famous""]"	"[""serious"",""curious"",""service"",""series"",""jealous""]"	"[{""word"":""grave"",""note"":""ややかたいが「深刻な」""}]"	[]
300636	3	few	少ししかない	not many	I have few books at home.	私は家に本を少ししか持っていません。	adjective	2	4	"[""少ししかない"",""たくさんの"",""いくつかの"",""すべての"",""十分な""]"	"[""few"",""many"",""some"",""all"",""enough""]"	"[""few"",""view"",""fuel"",""fill"",""fine""]"	"[{""word"":""not many"",""note"":""可算名詞に使う""}]"	"[{""word"":""many"",""note"":""数が多い""}]"
300637	3	special	特別な	different from others in a good way	Today is a special day for my family.	今日は私の家族にとって特別な日です。	adjective	3	3	"[""特別な"",""有名な"",""大切な"",""人気のある"",""必要な""]"	"[""special"",""famous"",""important"",""popular"",""necessary""]"	"[""special"",""spatial"",""speech"",""simple"",""social""]"	[]	"[{""word"":""ordinary"",""note"":""ふつうの""}]"
300638	3	strange	変な	unusual or surprising in a way that seems odd	I heard a strange sound last night.	昨夜、私は変な音を聞きました。	adjective	3	3	"[""変な"",""静かな"",""明るい"",""危険な"",""簡単な""]"	"[""strange"",""quiet"",""bright"",""dangerous"",""easy""]"	"[""strange"",""strong"",""street"",""stage"",""strike""]"	"[{""word"":""odd"",""note"":""より短くて口語的""}]"	"[{""word"":""normal"",""note"":""ふつうの""}]"
300639	3	rude	失礼な	not polite	It is rude to talk loudly here.	ここで大声で話すのは失礼です。	adjective	3	2	"[""失礼な"",""親切な"",""正直な"",""静かな"",""元気な""]"	"[""rude"",""kind"",""honest"",""quiet"",""cheerful""]"	"[""rude"",""road"",""rule"",""room"",""red""]"	"[{""word"":""impolite"",""note"":""より説明的な語""}]"	"[{""word"":""polite"",""note"":""ていねいな""}]"
300640	3	be different from ~	～と違う	to not be the same as something	My bag is different from yours.	私のかばんはあなたのものと違います。	adjective phrase	3	3	"[""～と違う"",""～に似ている"",""～に興味がある"",""～でいっぱいだ"",""～を待っている""]"	"[""be different from ~"",""be similar to ~"",""be interested in ~"",""be full of ~"",""wait for ~""]"	"[""be different from ~"",""be similar to ~"",""be interested in ~"",""be famous for ~"",""be ready for ~""]"	[]	"[{""word"":""be the same as"",""note"":""「～と同じである」""}]"
300641	3	dull	退屈な	not interesting	This movie is dull.	この映画は退屈です。	adjective	4	2	"[""退屈な"",""おもしろい"",""にぎやかな"",""静かな"",""親切な""]"	"[""dull"",""interesting"",""lively"",""quiet"",""kind""]"	"[""dull"",""full"",""door"",""dark"",""duck""]"	"[{""word"":""boring"",""note"":""より一般的な言い方""}]"	"[{""word"":""interesting"",""note"":""「おもしろい」""}]"
300642	3	awake	目が覚めている、起きている	not sleeping	I am still awake.	私はまだ起きています。	adjective	4	2	"[""目が覚めている、起きている"",""眠って"",""疲れて"",""空腹で"",""元気で""]"	"[""awake"",""asleep"",""tired"",""hungry"",""fine""]"	"[""awake"",""a week"",""away"",""again"",""afraid""]"	[]	"[{""word"":""asleep"",""note"":""「眠って」""}]"
300643	3	foolish	ばかな	not wise; silly	It was foolish to go out in the rain.	雨の中を出かけるなんてばかだった。	adjective	3	2	"[""ばかな"",""やさしい"",""すばやい"",""しずかな"",""つよい""]"	"[""foolish"",""kind"",""quick"",""quiet"",""strong""]"	"[""foolish"",""full"",""finish"",""forest"",""famous""]"	"[{""word"":""silly"",""note"":""よりくだけた言い方""}]"	"[{""word"":""wise"",""note"":""判断が賢い""}]"
300644	3	thin	うすい	not thick	This book is very thin.	この本はとてもうすいです。	adjective	2	4	"[""うすい"",""あつい"",""ながい"",""みじかい"",""まるい""]"	"[""thin"",""thick"",""long"",""short"",""round""]"	"[""thin"",""thing"",""thank"",""tin"",""ten""]"	[]	"[{""word"":""thick"",""note"":""厚さがある""}]"
300645	3	thick	あつい	having a large distance between two sides	The wall is very thick.	その壁はとても厚いです。	adjective	2	4	"[""あつい"",""うすい"",""ながい"",""みじかい"",""かるい""]"	"[""thick"",""thin"",""long"",""short"",""light""]"	"[""thick"",""think"",""tick"",""sick"",""stick""]"	[]	"[{""word"":""thin"",""note"":""厚くない""}]"
300646	3	neither	どちらの～も…ない	not one and not the other	Neither answer was correct.	どちらの答えも正しくありませんでした。	determiner	3	3	"[""どちらの～も…ない"",""両方の"",""どちらか一方の"",""すべての"",""もう一方の""]"	"[""neither"",""both"",""either"",""all"",""the other""]"	"[""neither"",""either"",""weather"",""mother"",""teacher""]"	[]	"[{""word"":""either"",""note"":""「どちらか一方」""}]"
300647	3	confused	困惑した	not understanding something well	I was confused by the question.	私はその質問に困惑しました。	adjective	3	3	"[""困惑した"",""安心した"",""退屈した"",""驚いた"",""満足した""]"	"[""confused"",""relaxed"",""bored"",""surprised"",""pleased""]"	"[""confused"",""confuse"",""computer"",""complete"",""compare""]"	"[{""word"":""puzzled"",""note"":""少しかたいが近い意味""}]"	[]
300648	3	careless	不注意な	not careful	He made a careless mistake.	彼は不注意な間違いをしました。	adjective	3	3	"[""不注意な"",""親切な"",""静かな"",""正直な"",""有名な""]"	"[""careless"",""kind"",""quiet"",""honest"",""famous""]"	"[""careless"",""careful"",""colorful"",""fearless"",""airplane""]"	[]	"[{""word"":""careful"",""note"":""注意深い""}]"
300649	3	empty	空の	having nothing inside	The box is empty.	その箱は空です。	adjective	3	3	"[""空の"",""重い"",""新しい"",""小さい"",""丸い""]"	"[""empty"",""heavy"",""new"",""small"",""round""]"	"[""empty"",""entry"",""envy"",""ending"",""enemy""]"	[]	"[{""word"":""full"",""note"":""中に物が入っている""}]"
300650	3	no more ~	もう～ない、これ以上～ない	not any more of something	I have no more questions.	私はもう質問がありません。	determiner phrase	4	3	"[""もう～ない、これ以上～ない"",""いつも"",""たぶん"",""すぐに"",""とても""]"	"[""no more ~"",""always"",""maybe"",""soon"",""very""]"	"[""no more ~"",""some more ~"",""many more ~"",""once more"",""not yet""]"	[]	[]
300651	3	group	グループ	a number of people or things together	Our group has five students.	私たちのグループには5人の生徒がいます。	noun	3	3	"[""グループ"",""チーム"",""クラス"",""家族"",""町""]"	"[""group"",""team"",""class"",""family"",""town""]"	"[""group"",""green"",""ground"",""grape"",""great""]"	[]	[]
300652	3	population	人口	the number of people living in a place	The population of this city is growing.	この都市の人口は増えています。	noun	3	3	"[""人口"",""面積"",""気温"",""交通"",""文化""]"	"[""population"",""area"",""temperature"",""traffic"",""culture""]"	"[""population"",""pollution"",""position"",""vacation"",""celebration""]"	[]	[]
300653	3	best	最もよい	better than all others	This is the best picture in the room.	これはその部屋で最もよい絵です。	adjective	2	5	"[""最もよい"",""最も悪い"",""新しい"",""古い"",""大きい""]"	"[""best"",""worst"",""new"",""old"",""big""]"	"[""best"",""vest"",""rest"",""test"",""west""]"	[]	"[{""word"":""worst"",""note"":""最も悪い""}]"
300654	3	figure	数字、数値	a number that gives information	This figure is higher than last year's.	この数値は昨年より高いです。	noun	3	2	"[""数字、数値"",""文字"",""記号"",""名前"",""答え""]"	"[""figure"",""letter"",""symbol"",""name"",""answer""]"	"[""figure"",""finger"",""bigger"",""singer"",""winter""]"	[]	[]
300655	3	be busy with ~	～で忙しい	having a lot to do with something	She is busy with her homework.	彼女は宿題で忙しいです。	adjective phrase	3	3	"[""～で忙しい"",""～に興味がある"",""～が上手だ"",""～で有名だ"",""～に驚く""]"	"[""be busy with ~"",""be interested in ~"",""be good at ~"",""be famous for ~"",""be surprised at ~""]"	"[""be busy with ~"",""be interested in ~"",""be good at ~"",""be careful with ~"",""be ready for ~""]"	[]	[]
300656	3	happen to do	たまたま～する	to do something by chance	I happened to see her at the station.	私は駅でたまたま彼女を見かけました。	verb phrase	4	3	"[""たまたま～する"",""～することを決める"",""～するのを忘れる"",""～し始める"",""～し終える""]"	"[""happen to do"",""decide to do"",""forget to do"",""start to do"",""finish doing""]"	"[""happen to do"",""have to do"",""hope to do"",""hurry to do"",""plan to do""]"	[]	[]
300657	3	national	国の	related to a whole country	This is a national holiday.	これは国の祝日です。	adjective	3	3	"[""国の"",""地方の"",""個人の"",""伝統的な"",""重要な""]"	"[""national"",""local"",""personal"",""traditional"",""important""]"	"[""national"",""natural"",""nature"",""notion"",""special""]"	[]	[]
300658	3	elderly	年配の	old in age	The elderly man walks slowly.	その年配の男性はゆっくり歩きます。	adjective	3	2	"[""年配の"",""若い"",""有名な"",""親切な"",""元気な""]"	"[""elderly"",""young"",""famous"",""kind"",""healthy""]"	"[""elderly"",""early"",""empty"",""angry"",""every""]"	"[{""word"":""old"",""note"":""より広い意味で「年を取った」""}]"	"[{""word"":""young"",""note"":""年齢が若い""}]"
300659	3	classic	名作の、古典的な	well known and admired for a long time	This is a classic movie.	これは名作映画です。	adjective	3	2	"[""名作の、古典的な"",""退屈な"",""静かな"",""安全な"",""簡単な""]"	"[""classic"",""boring"",""quiet"",""safe"",""easy""]"	"[""classic"",""plastic"",""climate"",""class"",""clock""]"	[]	[]
300660	3	traditional	伝統的な	following old customs or ways	They wore traditional clothes.	彼らは伝統的な服を着ていました。	adjective	3	2	"[""伝統的な"",""現代的な"",""人気のある"",""静かな"",""便利な""]"	"[""traditional"",""modern"",""popular"",""quiet"",""useful""]"	"[""traditional"",""additional"",""national"",""condition"",""vacation""]"	[]	"[{""word"":""modern"",""note"":""現代的な""}]"
300661	3	tradition	伝統	a custom followed for many years	This festival is an old tradition in our town.	この祭りは私たちの町の古い伝統です。	noun	3	3	"[""伝統"",""文化"",""習慣"",""歴史"",""行事""]"	"[""tradition"",""culture"",""custom"",""history"",""event""]"	"[""tradition"",""transition"",""transportation"",""translation"",""condition""]"	"[{""word"":""custom"",""note"":""似ているが、custom は習慣の意味でよく使う""}]"	[]
300662	3	online	オンラインで	using the internet or connected to it	I bought the book online yesterday.	私は昨日その本をオンラインで買いました。	adverb	2	4	"[""オンラインで"",""店で"",""家で"",""一人で"",""急いで""]"	"[""online"",""at a store"",""at home"",""alone"",""in a hurry""]"	"[""online"",""outline"",""only"",""open"",""owner""]"	[]	"[{""word"":""offline"",""note"":""インターネットにつながっていない状態""}]"
300663	3	person	人	a human being	That person is my English teacher.	あの人は私の英語の先生です。	noun	1	5	"[""人"",""少年"",""少女"",""先生"",""友達""]"	"[""person"",""boy"",""girl"",""teacher"",""friend""]"	"[""person"",""pencil"",""present"",""parent"",""purple""]"	[]	[]
300664	3	century	世紀	a period of one hundred years	This castle is over a century old.	この城は100年以上古いです。	noun	3	2	"[""世紀"",""10年間"",""歴史"",""時代"",""期間""]"	"[""century"",""decade"",""history"",""era"",""period""]"	"[""century"",""country"",""central"",""entry"",""sentry""]"	[]	[]
300665	3	another	もう一つの	one more; a different one	Can I have another cup of tea?	もう一杯お茶をもらえますか。	determiner	2	4	"[""もう一つの"",""同じ"",""最後の"",""最初の"",""特別な""]"	"[""another"",""same"",""last"",""first"",""special""]"	"[""another"",""other"",""mother"",""brother"",""author""]"	[]	[]
300666	3	continent	大陸	one of the large land areas on Earth	Africa is a large continent.	アフリカは大きな大陸です。	noun	4	2	"[""大陸"",""島"",""海洋"",""砂漠"",""半島""]"	"[""continent"",""island"",""ocean"",""desert"",""peninsula""]"	"[""continent"",""confident"",""content"",""concert"",""constant""]"	[]	[]
300667	3	single	1つの	only one	I need a single ticket.	私は1枚の切符が必要です。	determiner	3	3	"[""1つの"",""2つの"",""大きい"",""新しい"",""特別な""]"	"[""single"",""double"",""large"",""new"",""special""]"	"[""single"",""signal"",""singer"",""simple"",""jungle""]"	"[{""word"":""one"",""note"":""数としての1""}]"	"[{""word"":""double"",""note"":""2つの""}]"
300668	3	either	どちらかの	one of two	You can take either bus.	あなたはどちらかのバスに乗れます。	determiner	4	4	"[""どちらかの"",""両方の"",""どちらの～も…ない"",""すべての"",""もう一方の""]"	"[""either"",""both"",""neither"",""all"",""the other""]"	"[""either"",""other"",""weather"",""writer"",""later""]"	[]	"[{""word"":""neither"",""note"":""どちらも〜ない""}]"
300669	3	individual	個人	one person, not a group	Each individual has a name.	それぞれの個人には名前があります。	noun	5	2	"[""個人"",""集団"",""家族"",""生徒"",""先生""]"	"[""individual"",""group"",""family"",""student"",""teacher""]"	"[""individual"",""industry"",""inside"",""interest"",""important""]"	"[{""word"":""person"",""note"":""より基本的な語""}]"	"[{""word"":""group"",""note"":""個人ではなく集まり""}]"
