"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
400475	4	quantity	量	the amount of something	We need a large quantity of water.	私たちは大量の水が必要です。	noun	4	3	""[""""量"""",""""質"""",""""種類"""",""""価格"""",""""温度""""]""	""[""""quantity"""",""""quality"""",""""type"""",""""price"""",""""temperature""""]""	""[""""quantity"""",""""quality"""",""""quarter"""",""""country"""",""""quietly""""]""	""[{""""word"""":""""amount"""",""""note"""":""""より日常的な語""""}]""	[]"
400476	4	lifestyle	生活様式	the way a person lives	Regular exercise is part of a healthy lifestyle.	定期的な運動は健康的な生活様式の一部です。	noun	4	3	""[""""生活様式"""",""""習慣"""",""""文化"""",""""職業"""",""""環境""""]""	""[""""lifestyle"""",""""habit"""",""""culture"""",""""career"""",""""environment""""]""	""[""""lifestyle"""",""""lifeboat"""",""""library"""",""""lightning"""",""""landslide""""]""	""[{""""word"""":""""way of life"""",""""note"""":""""ほぼ同じ意味の表現""""}]""	[]"
400477	4	usage	使用	the way something is used	The usage of this word has changed over time.	この語の使い方は時とともに変化しました。	noun	4	3	""[""""使用"""",""""意味"""",""""発音"""",""""形"""",""""順番""""]""	""[""""usage"""",""""meaning"""",""""pronunciation"""",""""form"""",""""order""""]""	""[""""usage"""",""""message"""",""""music"""",""""usual"""",""""village""""]""	""[{""""word"""":""""use"""",""""note"""":""""より基本的な語""""}]""	[]"
400478	4	starve	飢える	to suffer because you do not have enough food	Many animals starve in the dry season.	多くの動物は乾季に飢える。	verb	4	2	""[""""飢える"""",""""眠る"""",""""叫ぶ"""",""""逃げる"""",""""震える""""]""	""[""""starve"""",""""sleep"""",""""shout"""",""""escape"""",""""shake""""]""	""[""""starve"""",""""start"""",""""stare"""",""""storm"""",""""serve""""]""	[]	""[{""""word"""":""""feed"""",""""note"""":""""食べ物を与える""""}]"""
400479	4	rush	急ぐ	to move or do something very quickly	We had to rush to catch the last train.	私たちは終電に乗るために急がなければならなかった。	verb	4	4	""[""""急ぐ"""",""""休む"""",""""待つ"""",""""運ぶ"""",""""集める""""]""	""[""""rush"""",""""rest"""",""""wait"""",""""carry"""",""""collect""""]""	""[""""rush"""",""""brush"""",""""crush"""",""""flash"""",""""fresh""""]""	""[{""""word"""":""""hurry"""",""""note"""":""""より一般的な『急ぐ』""""}]""	""[{""""word"""":""""wait"""",""""note"""":""""待つ""""},{""""word"""":""""slow down"""",""""note"""":""""スピードを落とす""""}]"""
400480	4	injury	けが	damage to your body	He had a leg injury after the game.	彼は試合のあと足にけがをした。	noun	4	4	""[""""けが"""",""""病気"""",""""熱"""",""""痛み"""",""""傷あと""""]""	""[""""injury"""",""""illness"""",""""fever"""",""""pain"""",""""scar""""]""	""[""""injury"""",""""energy"""",""""entry"""",""""engine"""",""""enemy""""]""	""[{""""word"""":""""wound"""",""""note"""":""""切り傷や負傷を表すことが多い""""}]""	""[{""""word"""":""""health"""",""""note"""":""""健康""""}]"""
400481	4	victim	被害者	a person who is hurt by a crime, accident, or bad event	The victim called the police for help.	その被害者は助けを求めて警察に電話した。	noun	4	3	""[""""被害者"""",""""犯人"""",""""目撃者"""",""""警官"""",""""容疑者""""]""	""[""""victim"""",""""criminal"""",""""witness"""",""""officer"""",""""suspect""""]""	""[""""victim"""",""""visit"""",""""vision"""",""""village"""",""""wisdom""""]""	[]	[]"
400482	4	sore	痛い	hurting or painful	My legs are sore after the game.	試合のあと、私の足は痛い。	adjective	4	3	""[""""痛い"""",""""かゆい"""",""""熱い"""",""""重い"""",""""固い""""]""	""[""""sore"""",""""itchy"""",""""hot"""",""""heavy"""",""""hard""""]""	""[""""sore"""",""""sort"""",""""soft"""",""""soup"""",""""song""""]""	""[{""""word"""":""""painful"""",""""note"""":""""より広く「痛みを伴う」""""}]""	""[{""""word"""":""""comfortable"""",""""note"""":""""痛みや不快感がない""""}]"""
400483	4	painful	痛い	causing pain	This cut is very painful.	この切り傷はとても痛い。	adjective	4	3	""[""""痛い"""",""""かゆい"""",""""眠い"""",""""寒い"""",""""重い""""]""	""[""""painful"""",""""itchy"""",""""sleepy"""",""""cold"""",""""heavy""""]""	""[""""painful"""",""""careful"""",""""playful"""",""""thankful"""",""""raincoat""""]""	""[{""""word"""":""""sore"""",""""note"""":""""体の一部がひりひり痛い感じ""""}]""	""[{""""word"""":""""comfortable"""",""""note"""":""""苦痛がない""""}]"""
400484	4	theory	理論	an idea to explain something	His theory was easy to understand.	彼の理論は理解しやすかった。	noun	4	3	""[""""理論"""",""""事実"""",""""方法"""",""""結果"""",""""意見""""]""	""[""""theory"""",""""fact"""",""""method"""",""""result"""",""""opinion""""]""	""[""""theory"""",""""thirty"""",""""thorny"""",""""theater"""",""""thought""""]""	""[{""""word"""":""""idea"""",""""note"""":""""theory より広く一般的""""}]""	[]"
400485	4	notion	考え	an idea or belief about something	I had a strange notion about the plan.	私はその計画について変な考えを持っていた。	noun	4	2	""[""""考え"""",""""意見"""",""""計画"""",""""方法"""",""""理由""""]""	""[""""notion"""",""""opinion"""",""""plan"""",""""method"""",""""reason""""]""	""[""""notion"""",""""motion"""",""""ocean"""",""""nation"""",""""notice""""]""	""[{""""word"""":""""idea"""",""""note"""":""""より基本的な語""""},{""""word"""":""""belief"""",""""note"""":""""信じている考え""""}]""	[]"
400486	4	as soon as	〜するとすぐに	immediately when something happens	Call me as soon as you get home.	家に着いたらすぐに私に電話してください。	conjunction	3	4	""[""""〜するとすぐに"""",""""〜する前に"""",""""〜している間に"""",""""〜した後で"""",""""〜なので""""]""	""[""""as soon as"""",""""before"""",""""while"""",""""after"""",""""because""""]""	""[""""as soon as"""",""""as long as"""",""""as well as"""",""""as far as"""",""""as much as""""]""	""[{""""word"""":""""when"""",""""note"""":""""意味は近いが、すぐにの意味は弱い""""}]""	[]"
400487	4	significant	重要な	important enough to be noticed	This is a significant change for our team.	これは私たちのチームにとって重要な変化です。	adjective	5	3	""[""""重要な"""",""""有名な"""",""""静かな"""",""""安全な"""",""""簡単な""""]""	""[""""significant"""",""""famous"""",""""quiet"""",""""safe"""",""""easy""""]""	""[""""significant"""",""""specific"""",""""different"""",""""signal"""",""""magnificent""""]""	""[{""""word"""":""""important"""",""""note"""":""""最も基本的な類義語""""}]""	""[{""""word"""":""""minor"""",""""note"""":""""重要でない、小さい""""}]"""
400488	4	enhance	高める	to improve something and make it better	Music can enhance the mood of a movie.	音楽は映画の雰囲気を高めることができる。	verb	4	3	""[""""高める"""",""""下げる"""",""""集める"""",""""壊す"""",""""隠す""""]""	""[""""enhance"""",""""reduce"""",""""gather"""",""""destroy"""",""""hide""""]""	""[""""enhance"""",""""entrance"""",""""advance"""",""""enjoy"""",""""include""""]""	""[{""""word"""":""""improve"""",""""note"""":""""より一般的な語""""},{""""word"""":""""increase"""",""""note"""":""""量や程度を上げるとき""""}]""	""[{""""word"""":""""reduce"""",""""note"""":""""減らす""""},{""""word"""":""""weaken"""",""""note"""":""""弱める""""}]"""
400489	4	brightly	明るく	in a way that gives a lot of light	The stars shone brightly in the sky.	星が空で明るく輝いていた。	adverb	3	3	""[""""明るく"""",""""静かに"""",""""速く"""",""""強く"""",""""正しく""""]""	""[""""brightly"""",""""quietly"""",""""quickly"""",""""strongly"""",""""correctly""""]""	""[""""brightly"""",""""lightly"""",""""rightly"""",""""bravely"""",""""briefly""""]""	""[{""""word"""":""""lightly"""",""""note"""":""""意味は異なるので注意""""}]""	""[{""""word"""":""""darkly"""",""""note"""":""""暗く""""}]"""
400490	4	differently	違って	in a way that is not the same	People think differently about the problem.	人々はその問題について違って考える。	adverb	3	3	""[""""違って"""",""""静かに"""",""""簡単に"""",""""急いで"""",""""丁寧に""""]""	""[""""differently"""",""""quietly"""",""""easily"""",""""quickly"""",""""carefully""""]""	""[""""differently"""",""""directly"""",""""carefully"""",""""certainly"""",""""quietly""""]""	[]	""[{""""word"""":""""similarly"""",""""note"""":""""同じように""""}]"""
400491	4	directly	直接	in a straight way or without stopping somewhere else	Please come home directly after school.	放課後は直接家に帰ってください。	adverb	4	3	""[""""直接"""",""""完全に"""",""""静かに"""",""""ゆっくり"""",""""突然""""]""	""[""""directly"""",""""completely"""",""""quietly"""",""""slowly"""",""""suddenly""""]""	""[""""directly"""",""""correctly"""",""""brightly"""",""""strictly"""",""""quickly""""]""	""[{""""word"""":""""straight"""",""""note"""":""""英では directly の意味で使うことがある""""}]""	""[{""""word"""":""""indirectly"""",""""note"""":""""間接的に""""}]"""
400492	4	completely	完全に	in every part or in a full way	The sky became completely dark.	空は完全に暗くなった。	adverb	4	3	""[""""完全に"""",""""直接"""",""""静かに"""",""""急に"""",""""簡単に""""]""	""[""""completely"""",""""directly"""",""""quietly"""",""""suddenly"""",""""easily""""]""	""[""""completely"""",""""carefully"""",""""quietly"""",""""quickly"""",""""clearly""""]""	""[{""""word"""":""""fully"""",""""note"""":""""ややかたいが近い意味""""}]""	""[{""""word"""":""""partly"""",""""note"""":""""一部は""""},{""""word"""":""""partially"""",""""note"""":""""ややかたい表現""""}]"""
400493	4	totally	まったく	completely; to a full degree	I totally agree with your idea.	私はあなたの考えにまったく賛成です。	adverb	4	3	""[""""まったく"""",""""直接"""",""""静かに"""",""""たぶん"""",""""最近""""]""	""[""""totally"""",""""directly"""",""""quietly"""",""""probably"""",""""recently""""]""	""[""""totally"""",""""finally"""",""""quietly"""",""""carefully"""",""""suddenly""""]""	""[{""""word"""":""""completely"""",""""note"""":""""ほぼ同じ意味""""},{""""word"""":""""fully"""",""""note"""":""""文脈によって近い""""}]""	""[{""""word"""":""""partly"""",""""note"""":""""一部は""""}]"""
400494	4	happily	幸せそうに	in a happy way	The child smiled happily.	その子どもは幸せそうにほほえんだ。	adverb	4	3	""[""""幸せそうに"""",""""静かに"""",""""急いで"""",""""丁寧に"""",""""簡単に""""]""	""[""""happily"""",""""quietly"""",""""quickly"""",""""carefully"""",""""easily""""]""	""[""""happily"""",""""heavily"""",""""rapidly"""",""""carefully"""",""""helpfully""""]""	""[{""""word"""":""""gladly"""",""""note"""":""""よろこんで、という意味で近い""""}]""	""[{""""word"""":""""sadly"""",""""note"""":""""悲しそうに""""}]"""
400495	4	naturally	自然に	in a natural way	She smiled naturally for the photo.	彼女は写真のために自然にほほえんだ。	adverb	5	3	""[""""自然に"""",""""静かに"""",""""突然"""",""""正確に"""",""""ゆっくり""""]""	""[""""naturally"""",""""quietly"""",""""suddenly"""",""""exactly"""",""""slowly""""]""	""[""""naturally"""",""""nationally"""",""""actually"""",""""carefully"""",""""normally""""]""	[]	""[{""""word"""":""""artificially"""",""""note"""":""""不自然に、人工的に""""}]"""
400496	4	perfectly	完璧に	in the best possible way	She can sing the song perfectly.	彼女はその歌を完璧に歌える。	adverb	5	3	""[""""完璧に"""",""""静かに"""",""""簡単に"""",""""正直に"""",""""急に""""]""	""[""""perfectly"""",""""quietly"""",""""easily"""",""""honestly"""",""""suddenly""""]""	""[""""perfectly"""",""""directly"""",""""correctly"""",""""carefully"""",""""brightly""""]""	""[{""""word"""":""""exactly"""",""""note"""":""""文脈によっては近い""""}]""	""[{""""word"""":""""badly"""",""""note"""":""""下手に、まずく""""}]"""
400497	4	secretly	ひそかに	in a way that others do not know	He secretly read her diary.	彼はひそかに彼女の日記を読んだ。	adverb	4	3	""[""""ひそかに"""",""""ゆっくり"""",""""静かに"""",""""突然"""",""""正直に""""]""	""[""""secretly"""",""""slowly"""",""""quietly"""",""""suddenly"""",""""honestly""""]""	""[""""secretly"""",""""certainly"""",""""suddenly"""",""""separately"""",""""silently""""]""	""[{""""word"""":""""quietly"""",""""note"""":""""文脈によっては近いが、secretly は「秘密に」""""}]""	""[{""""word"""":""""openly"""",""""note"""":""""「公然と」""""}]"""
400498	4	simply	単に	only; in a simple way	I simply want to help you.	私は単にあなたを助けたいだけです。	adverb	4	4	""[""""単に"""",""""たぶん"""",""""特に"""",""""すぐに"""",""""完全に""""]""	""[""""simply"""",""""probably"""",""""especially"""",""""soon"""",""""completely""""]""	""[""""simply"""",""""softly"""",""""safely"""",""""slowly"""",""""sweetly""""]""	""[{""""word"""":""""just"""",""""note"""":""""「単に」の意味で近い""""}]""	""[{""""word"""":""""complexly"""",""""note"""":""""意味上の反対だが日常ではあまり使わない""""}]"""
400499	4	everywhere	どこでも	in all places	I looked for my keys everywhere.	私は鍵をどこでも探した。	adverb	4	4	""[""""どこでも"""",""""どこかで"""",""""外で"""",""""近くに"""",""""上に""""]""	""[""""everywhere"""",""""somewhere"""",""""outside"""",""""nearby"""",""""above""""]""	""[""""everywhere"""",""""anywhere"""",""""everyone"""",""""everyday"""",""""elsewhere""""]""	[]	""[{""""word"""":""""nowhere"""",""""note"""":""""「どこにも〜ない」""""}]"""
400500	4	anywhere	どこでも	in or to any place	You can sit anywhere in this room.	この部屋ではどこでも座れます。	adverb	4	4	""[""""どこでも"""",""""どこかで"""",""""どこにも"""",""""外で"""",""""近くに""""]""	""[""""anywhere"""",""""somewhere"""",""""nowhere"""",""""outside"""",""""nearby""""]""	""[""""anywhere"""",""""anyone"""",""""everywhere"""",""""anyway"""",""""somewhere""""]""	""[{""""word"""":""""everywhere"""",""""note"""":""""「いたる所に」で意味が近い""""}]""	""[{""""word"""":""""nowhere"""",""""note"""":""""「どこにも〜ない」""""}]"""
400501	4	responsible	責任がある	having a duty to take care of something	She is responsible for this project.	彼女はこの計画に責任があります。	adjective	5	4	""[""""責任がある"""",""""有名な"""",""""注意深い"""",""""正直な"""",""""親切な""""]""	""[""""responsible"""",""""famous"""",""""careful"""",""""honest"""",""""kind""""]""	""[""""responsible"""",""""possible"""",""""response"""",""""respectful"""",""""reasonable""""]""	[]	""[{""""word"""":""""careless"""",""""note"""":""""責任感がなく不注意な感じ""""}]"""
400502	4	in the past	昔は	at a time before now	People traveled by ship in the past.	昔は人々は船で移動しました。	adverb	4	4	""[""""昔は"""",""""今は"""",""""将来"""",""""すぐに"""",""""昨日""""]""	""[""""in the past"""",""""now"""",""""in the future"""",""""soon"""",""""yesterday""""]""	""[""""in the past"""",""""in the park"""",""""in the back"""",""""in the dark"""",""""in the class""""]""	""[{""""word"""":""""before"""",""""note"""":""""文脈によって近い意味になる""""}]""	""[{""""word"""":""""now"""",""""note"""":""""現在は""""}]"""
400503	4	ahead	前方に	in front; further forward	The station is just ahead.	駅はこの先です。	adverb	4	3	""[""""前方に"""",""""後ろに"""",""""近くに"""",""""外に"""",""""中に""""]""	""[""""ahead"""",""""behind"""",""""nearby"""",""""outside"""",""""inside""""]""	""[""""ahead"""",""""aside"""",""""abroad"""",""""awake"""",""""around""""]""	""[{""""word"""":""""forward"""",""""note"""":""""「前へ」の意味で近い""""}]""	""[{""""word"""":""""behind"""",""""note"""":""""位置が後ろ""""}]"""
400504	4	widely	広く	in many places or by many people	This song is widely known.	この歌は広く知られています。	adverb	5	3	""[""""広く"""",""""深く"""",""""強く"""",""""静かに"""",""""速く""""]""	""[""""widely"""",""""deeply"""",""""strongly"""",""""quietly"""",""""quickly""""]""	""[""""widely"""",""""wisely"""",""""wildly"""",""""lightly"""",""""brightly""""]""	[]	""[{""""word"""":""""narrowly"""",""""note"""":""""意味の反対として""""}]"""
400505	4	elsewhere	ほかの場所で	in or to another place	She decided to study elsewhere.	彼女はほかの場所で勉強することに決めました。	adverb	5	2	""[""""ほかの場所で"""",""""ここで"""",""""近くで"""",""""外で"""",""""家で""""]""	""[""""elsewhere"""",""""here"""",""""nearby"""",""""outside"""",""""home""""]""	""[""""elsewhere"""",""""everywhere"""",""""somewhere"""",""""anywhere"""",""""welfare""""]""	""[{""""word"""":""""somewhere else"""",""""note"""":""""よりやさしい言い方""""}]""	""[{""""word"""":""""here"""",""""note"""":""""ここで""""}]"""
400506	4	somehow	どうにか	in some way, even if it is not clear how	We somehow got home before dark.	私たちはどうにか暗くなる前に家に着いた。	adverb	4	3	""[""""どうにか"""",""""たぶん"""",""""すぐに"""",""""とても"""",""""いつも""""]""	""[""""somehow"""",""""probably"""",""""quickly"""",""""always"""",""""really""""]""	""[""""somehow"""",""""someone"""",""""someday"""",""""somewhere"""",""""summer""""]""	""[{""""word"""":""""anyway"""",""""note"""":""""文脈によっては「とにかく」""""}]""	[]"
400507	4	properly	きちんと	in the correct or right way	Please wash your hands properly.	手をきちんと洗ってください。	adverb	4	3	""[""""きちんと"""",""""静かに"""",""""急いで"""",""""たまに"""",""""たぶん""""]""	""[""""properly"""",""""quietly"""",""""quickly"""",""""sometimes"""",""""probably""""]""	""[""""properly"""",""""probably"""",""""property"""",""""popularly"""",""""softly""""]""	""[{""""word"""":""""correctly"""",""""note"""":""""より「正しく」の意味が強い""""}]""	""[{""""word"""":""""badly"""",""""note"""":""""悪いやり方で""""}]"""
400508	4	altogether	全部で	in total; all together	There are ten students altogether.	全部で10人の生徒がいます。	adverb	4	3	""[""""全部で"""",""""たぶん"""",""""突然"""",""""静かに"""",""""すぐに""""]""	""[""""altogether"""",""""probably"""",""""suddenly"""",""""quietly"""",""""soon""""]""	""[""""altogether"""",""""alligator"""",""""already"""",""""although"""",""""almost""""]""	""[{""""word"""":""""in total"""",""""note"""":""""合計で""""}]""	[]"
400509	4	involve	含む	to include something as a part	The job will involve some travel.	その仕事にはいくらかの出張が含まれます。	verb	5	3	""[""""含む"""",""""防ぐ"""",""""選ぶ"""",""""運ぶ"""",""""説明する""""]""	""[""""involve"""",""""prevent"""",""""choose"""",""""carry"""",""""explain""""]""	""[""""involve"""",""""invite"""",""""invent"""",""""increase"""",""""improve""""]""	""[{""""word"""":""""include"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""exclude"""",""""note"""":""""含めない""""}]"""
400510	4	indoor	屋内の	inside a building	We played an indoor game because of the rain.	雨だったので、私たちは屋内のゲームをしました。	adjective	4	3	""[""""屋内の"""",""""屋外の"""",""""静かな"""",""""安全な"""",""""人気の""""]""	""[""""indoor"""",""""outdoor"""",""""quiet"""",""""safe"""",""""popular""""]""	""[""""indoor"""",""""window"""",""""into"""",""""injure"""",""""index""""]""	""[{""""word"""":""""inside"""",""""note"""":""""前置詞・副詞としてもよく使う""""}]""	""[{""""word"""":""""outdoor"""",""""note"""":""""屋外の""""}]"""
400511	4	internal	内部の	inside something	The machine has an internal problem.	その機械には内部の問題があります。	adjective	5	2	""[""""内部の"""",""""外部の"""",""""重要な"""",""""個人的な"""",""""公式の""""]""	""[""""internal"""",""""external"""",""""important"""",""""personal"""",""""official""""]""	""[""""internal"""",""""internet"""",""""interval"""",""""international"""",""""eternal""""]""	""[{""""word"""":""""inner"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""external"""",""""note"""":""""外部の""""}]"""
400512	4	make up	作り上げる	to invent or create something	She can make up a funny story.	彼女はおもしろい話を作り上げることができます。	verb	4	4	""[""""作り上げる"""",""""壊す"""",""""選ぶ"""",""""運ぶ"""",""""隠す""""]""	""[""""make up"""",""""break"""",""""choose"""",""""carry"""",""""hide""""]""	""[""""make up"""",""""wake up"""",""""take off"""",""""make it"""",""""mix up""""]""	""[{""""word"""":""""invent"""",""""note"""":""""新しく考え出す""""},{""""word"""":""""create"""",""""note"""":""""作るという意味で近い""""}]""	[]"
400513	4	goods	商品	things that are made to be sold	The store sells many goods from Japan.	その店は日本からの多くの商品を売っています。	noun	4	3	""[""""商品"""",""""材料"""",""""荷物"""",""""道具"""",""""食料""""]""	""[""""goods"""",""""products"""",""""baggage"""",""""tools"""",""""supplies""""]""	""[""""goods"""",""""good"""",""""wood"""",""""could"""",""""goose""""]""	""[{""""word"""":""""products"""",""""note"""":""""売られる品物という意味で近い""""}]""	[]"
400514	4	prison	刑務所	a place where criminals are kept	The man was sent to prison for five years.	その男は5年間刑務所に送られました。	noun	4	3	""[""""刑務所"""",""""病院"""",""""工場"""",""""駅"""",""""裁判所""""]""	""[""""prison"""",""""hospital"""",""""factory"""",""""station"""",""""court""""]""	""[""""prison"""",""""reason"""",""""present"""",""""person"""",""""lesson""""]""	""[{""""word"""":""""jail"""",""""note"""":""""特に米語でよく使う近い語""""}]""	[]"
400515	4	employment	雇用	the state of having a job	The company offers employment to many people.	その会社は多くの人に雇用を提供しています。	noun	5	3	""[""""雇用"""",""""失業"""",""""収入"""",""""経験"""",""""教育""""]""	""[""""employment"""",""""unemployment"""",""""income"""",""""experience"""",""""education""""]""	""[""""employment"""",""""enjoyment"""",""""movement"""",""""agreement"""",""""development""""]""	""[{""""word"""":""""work"""",""""note"""":""""より広い意味の基本語""""},{""""word"""":""""job"""",""""note"""":""""個々の仕事を表すことが多い""""}]""	""[{""""word"""":""""unemployment"""",""""note"""":""""仕事がない状態""""}]"""
400516	4	profession	職業	a job that needs special training	Teaching is her profession.	教えることは彼女の職業です。	noun	4	3	""[""""職業"""",""""趣味"""",""""予定"""",""""経験"""",""""責任""""]""	""[""""profession"""",""""hobby"""",""""schedule"""",""""experience"""",""""duty""""]""	""[""""profession"""",""""procession"""",""""protection"""",""""professor"""",""""production""""]""	""[{""""word"""":""""career"""",""""note"""":""""長く続ける仕事という意味で使うことが多い""""},{""""word"""":""""job"""",""""note"""":""""より一般的な語""""}]""	[]"
400517	4	function	機能	the job or purpose of something	This button has an important function.	このボタンには重要な機能があります。	noun	4	3	""[""""機能"""",""""形"""",""""材料"""",""""価格"""",""""速度""""]""	""[""""function"""",""""shape"""",""""material"""",""""price"""",""""speed""""]""	""[""""function"""",""""fiction"""",""""fraction"""",""""fashion"""",""""section""""]""	""[{""""word"""":""""purpose"""",""""note"""":""""目的という意味で近い""""}]""	[]"
400518	4	occupation	職業	the work that a person does	His occupation is farming.	彼の職業は農業です。	noun	4	2	""[""""職業"""",""""収入"""",""""休暇"""",""""意見"""",""""方法""""]""	""[""""occupation"""",""""income"""",""""vacation"""",""""opinion"""",""""method""""]""	""[""""occupation"""",""""operation"""",""""education"""",""""occasion"""",""""location""""]""	""[{""""word"""":""""job"""",""""note"""":""""より一般的な語""""},{""""word"""":""""work"""",""""note"""":""""文脈によって近い意味になる""""}]""	[]"
400519	4	task	仕事	a piece of work to do	I finished my task before dinner.	私は夕食前に仕事を終えた。	noun	4	4	""[""""仕事"""",""""任務"""",""""責任"""",""""計画"""",""""練習""""]""	""[""""task"""",""""mission"""",""""duty"""",""""plan"""",""""practice""""]""	""[""""task"""",""""tusk"""",""""tank"""",""""track"""",""""test""""]""	""[{""""word"""":""""job"""",""""note"""":""""より日常的な語""""}]""	[]"
400520	4	mission	任務	an important job to do	Their mission was to help the village.	彼らの任務はその村を助けることだった。	noun	5	3	""[""""任務"""",""""仕事"""",""""責任"""",""""計画"""",""""練習""""]""	""[""""mission"""",""""task"""",""""duty"""",""""plan"""",""""practice""""]""	""[""""mission"""",""""vision"""",""""lesson"""",""""nation"""",""""motion""""]""	[]	[]"
400521	4	duty	責任	something you must do	It is your duty to tell the truth.	本当のことを言うのはあなたの責任です。	noun	5	4	""[""""責任"""",""""任務"""",""""仕事"""",""""権利"""",""""計画""""]""	""[""""duty"""",""""mission"""",""""task"""",""""right"""",""""plan""""]""	""[""""duty"""",""""beauty"""",""""junior"""",""""daily"""",""""student""""]""	""[{""""word"""":""""responsibility"""",""""note"""":""""ややかたい語""""}]""	""[{""""word"""":""""right"""",""""note"""":""""duty は義務、right は権利""""}]"""
400522	4	participate	参加する	to join in an activity	Many students participate in the school festival.	多くの生徒が学校祭に参加する。	verb	4	3	""[""""参加する"""",""""説明する"""",""""練習する"""",""""到着する"""",""""選ぶ""""]""	""[""""participate"""",""""explain"""",""""practice"""",""""arrive"""",""""choose""""]""	""[""""participate"""",""""particular"""",""""protect"""",""""celebrate"""",""""separate""""]""	""[{""""word"""":""""join"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""quit"""",""""note"""":""""途中でやめる""""}]"""
400523	4	attach	取り付ける	to fasten one thing to another	Please attach your name tag to your bag.	名札をかばんに取り付けてください。	verb	4	3	""[""""取り付ける"""",""""壊す"""",""""運ぶ"""",""""隠す"""",""""洗う""""]""	""[""""attach"""",""""break"""",""""carry"""",""""hide"""",""""wash""""]""	""[""""attach"""",""""attack"""",""""arrange"""",""""awake"""",""""adopt""""]""	""[{""""word"""":""""fix"""",""""note"""":""""しっかり付ける""""}]""	""[{""""word"""":""""remove"""",""""note"""":""""取り外す""""}]"""
400524	4	unite	団結する	to join together as one	The players unite to win the game.	選手たちは試合に勝つために団結する。	verb	4	3	""[""""団結する"""",""""分ける"""",""""逃げる"""",""""比べる"""",""""招く""""]""	""[""""unite"""",""""divide"""",""""escape"""",""""compare"""",""""invite""""]""	""[""""unite"""",""""invite"""",""""excite"""",""""inside"""",""""unique""""]""	""[{""""word"""":""""join"""",""""note"""":""""一緒になる""""},{""""word"""":""""come together"""",""""note"""":""""まとまる意味""""}]""	""[{""""word"""":""""divide"""",""""note"""":""""分ける""""}]"""
400525	4	court	裁判所	a place where a judge decides legal cases	The case was heard in court yesterday.	その事件は昨日、裁判所で審理された。	noun	4	3	""[""""裁判所"""",""""図書館"""",""""市役所"""",""""駅"""",""""工場""""]""	""[""""court"""",""""library"""",""""city hall"""",""""station"""",""""factory""""]""	""[""""court"""",""""coat"""",""""caught"""",""""card"""",""""cord""""]""	[]	[]"
400526	4	bounce	はねる	to move up after hitting a surface	The ball will bounce on the floor.	そのボールは床の上ではねるでしょう。	verb	4	3	""[""""はねる"""",""""転がる"""",""""投げる"""",""""つかむ"""",""""押す""""]""	""[""""bounce"""",""""roll"""",""""throw"""",""""grab"""",""""push""""]""	""[""""bounce"""",""""pounce"""",""""bunch"""",""""bound"""",""""bank""""]""	""[{""""word"""":""""jump"""",""""note"""":""""bounceは表面に当たってはねる""""}]""	[]"
400527	4	leap	跳ぶ	to jump high or far	The cat can leap over the fence.	その猫は柵を跳び越えることができる。	verb	4	2	""[""""跳ぶ"""",""""歩く"""",""""泳ぐ"""",""""押す"""",""""運ぶ""""]""	""[""""leap"""",""""walk"""",""""swim"""",""""push"""",""""carry""""]""	""[""""leap"""",""""leave"""",""""lip"""",""""sleep"""",""""deep""""]""	""[{""""word"""":""""jump"""",""""note"""":""""leapのほうが大きく跳ぶ感じ""""}]""	[]"
400528	4	avoid	避ける	to stay away from something	We should avoid dangerous places.	私たちは危険な場所を避けるべきです。	verb	4	3	""[""""避ける"""",""""選ぶ"""",""""集める"""",""""続ける"""",""""壊す""""]""	""[""""avoid"""",""""choose"""",""""collect"""",""""continue"""",""""break""""]""	""[""""avoid"""",""""awake"""",""""around"""",""""arrive"""",""""advice""""]""	""[{""""word"""":""""stay away from"""",""""note"""":""""句表現で「近づかない」""""}]""	""[{""""word"""":""""approach"""",""""note"""":""""近づく""""},{""""word"""":""""face"""",""""note"""":""""避けずに向き合う""""}]"""
400529	4	engage	従事する	to take part in something	Many students engage in club activities.	多くの生徒が部活動に従事しています。	verb	5	2	""[""""従事する"""",""""拒否する"""",""""発明する"""",""""比較する"""",""""到着する""""]""	""[""""engage"""",""""refuse"""",""""invent"""",""""compare"""",""""arrive""""]""	""[""""engage"""",""""enjoy"""",""""invite"""",""""escape"""",""""exchange""""]""	""[{""""word"""":""""participate"""",""""note"""":""""ややフォーマル""""},{""""word"""":""""join"""",""""note"""":""""より基本的な語""""}]""	[]"
